id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2942635,GN3,2018-04-01 05:00:00,11.1,16.7,46.4,,,
2942636,GR9,2018-04-01 05:00:00,10.0,17.8,42.9,,,
2942637,LW2,2018-04-01 05:00:00,12.0,10.4,33.9,,,
2942638,GN0,2018-04-01 05:00:00,9.8,14.8,30.2,,,
2942639,KF1,2018-04-01 05:00:00,6.5,8.1,,,,
2942640,CD9,2018-04-01 05:00:00,12.7,16.8,81.3,,,
2942641,CT3,2018-04-01 05:00:00,,15.8,31.5,,,
2942642,CT2,2018-04-01 05:00:00,11.0,,,,,
2942643,BX9,2018-04-01 05:00:00,11.4,,,,,
2942644,BX1,2018-04-01 05:00:00,,12.5,10.6,,,
2942645,TH4,2018-04-01 05:00:00,10.6,26.7,58.3,,,
2942646,ST5,2018-04-01 05:00:00,7.0,8.0,16.3,,,
2942647,RB7,2018-04-01 05:00:00,,8.6,22.8,,,
2942648,TD5,2018-04-01 05:00:00,6.6,,,,,
2942686,CD1,2018-04-01 06:00:00,10.0,11.1,45.5,,,
2942687,BL0,2018-04-01 06:00:00,6.0,9.8,38.1,,,
2942688,GR4,2018-04-01 06:00:00,9.0,13.8,10.6,,,
2942689,MY7,2018-04-01 06:00:00,8.5,13.2,,,,
2942690,HV1,2018-04-01 06:00:00,8.6,12.2,30.1,,,
2942691,GN3,2018-04-01 06:00:00,12.3,15.1,42.2,,,
2942692,GR9,2018-04-01 06:00:00,8.3,15.8,34.8,,,
2942693,LW2,2018-04-01 06:00:00,13.0,10.5,38.6,,,
2942694,GN0,2018-04-01 06:00:00,14.5,15.9,38.9,,,
2942695,KF1,2018-04-01 06:00:00,6.5,8.0,,,,
2942696,CD9,2018-04-01 06:00:00,15.9,23.9,90.8,,,
2942697,CT3,2018-04-01 06:00:00,,13.6,34.0,,,
2942698,CT2,2018-04-01 06:00:00,11.0,,,,,
2942699,BX9,2018-04-01 06:00:00,11.0,,,,,
2942700,BX1,2018-04-01 06:00:00,,12.7,9.9,,,
2942701,TH4,2018-04-01 06:00:00,12.1,26.3,56.7,,,
2942702,ST5,2018-04-01 06:00:00,6.0,14.0,17.3,,,
2942703,RB7,2018-04-01 06:00:00,,9.8,24.2,,,
2942704,TD5,2018-04-01 06:00:00,10.4,,,,,
2942706,CD1,2018-04-01 07:00:00,12.8,16.6,63.6,,,
2942707,BL0,2018-04-01 07:00:00,12.6,13.6,47.4,,,
2942708,GR4,2018-04-01 07:00:00,9.4,13.1,7.4,,,
2942709,MY7,2018-04-01 07:00:00,12.6,17.4,,,,
2942710,HV1,2018-04-01 07:00:00,8.6,10.4,24.4,,,
2942711,GN3,2018-04-01 07:00:00,12.2,16.2,35.4,,,
2942712,GR9,2018-04-01 07:00:00,10.8,17.6,32.2,,,
2942713,LW2,2018-04-01 07:00:00,11.1,17.6,37.2,,,
2942714,GN0,2018-04-01 07:00:00,12.0,14.6,32.7,,,
2942715,KF1,2018-04-01 07:00:00,7.1,9.0,,,,
2942716,CD9,2018-04-01 07:00:00,20.9,24.6,101.8,,,
2942717,CT3,2018-04-01 07:00:00,,14.8,30.7,,,
2942718,CT2,2018-04-01 07:00:00,14.0,,,,,
2942719,BX9,2018-04-01 07:00:00,11.3,,,,,
2942720,BX1,2018-04-01 07:00:00,,11.0,8.0,,,
2942721,TH4,2018-04-01 07:00:00,17.3,26.2,59.9,,,
2942722,ST5,2018-04-01 07:00:00,12.0,12.0,18.3,,,
2942723,RB7,2018-04-01 07:00:00,,18.2,37.7,,,
2942724,TD5,2018-04-01 07:00:00,7.4,,,,,
2942762,CD1,2018-04-01 08:00:00,15.9,19.4,82.4,,,
2942763,BL0,2018-04-01 08:00:00,14.3,17.7,52.8,,,
2942764,GR4,2018-04-01 08:00:00,7.9,11.8,6.9,,,
2942765,MY7,2018-04-01 08:00:00,12.0,19.3,,,,
2942766,HV1,2018-04-01 08:00:00,13.7,15.7,30.8,,,
2942767,GN3,2018-04-01 08:00:00,11.2,16.4,33.8,,,
2942768,GR9,2018-04-01 08:00:00,9.1,18.3,37.1,,,
2942769,LW2,2018-04-01 08:00:00,11.7,19.6,35.8,,,
2942770,GN0,2018-04-01 08:00:00,9.5,14.1,38.4,,,
2942771,KF1,2018-04-01 08:00:00,7.5,8.9,,,,
2942772,CD9,2018-04-01 08:00:00,22.0,26.1,113.8,,,
2942773,CT3,2018-04-01 08:00:00,,14.6,29.8,,,
2942774,CT2,2018-04-01 08:00:00,10.0,,,,,
2942775,BX9,2018-04-01 08:00:00,13.1,,,,,
2942776,BX1,2018-04-01 08:00:00,,14.3,12.6,,,
2942777,TH4,2018-04-01 08:00:00,18.6,22.6,53.6,,,
2942778,ST5,2018-04-01 08:00:00,7.0,12.0,22.4,,,
2942779,RB7,2018-04-01 08:00:00,,13.2,43.6,,,
2942780,TD5,2018-04-01 08:00:00,9.7,,,,,
2942818,CD1,2018-04-01 09:00:00,18.4,27.0,86.5,,,
2942819,BL0,2018-04-01 09:00:00,7.3,12.2,42.1,,,
2942820,GR4,2018-04-01 09:00:00,8.5,11.8,7.3,,,
2942821,MY7,2018-04-01 09:00:00,14.5,22.7,,,,
2942822,HV1,2018-04-01 09:00:00,14.0,16.7,34.1,,,
2942823,GN3,2018-04-01 09:00:00,12.2,16.6,41.7,,,
2942824,GR9,2018-04-01 09:00:00,10.1,15.1,51.5,,,
2942825,LW2,2018-04-01 09:00:00,10.7,14.7,28.2,,,
2942826,GN0,2018-04-01 09:00:00,18.3,25.1,60.2,,,
2942827,KF1,2018-04-01 09:00:00,7.9,9.8,,,,
2942828,CD9,2018-04-01 09:00:00,18.5,22.9,108.7,,,
2942829,CT3,2018-04-01 09:00:00,,14.2,28.2,,,
2942830,CT2,2018-04-01 09:00:00,11.0,,,,,
2942831,BX9,2018-04-01 09:00:00,13.0,,,,,
2942832,BX1,2018-04-01 09:00:00,,12.2,14.4,,,
2942833,TH4,2018-04-01 09:00:00,17.8,31.4,55.7,,,
2942834,ST5,2018-04-01 09:00:00,7.0,10.0,17.7,,,
2942835,RB7,2018-04-01 09:00:00,,17.0,48.4,,,
2942836,TD5,2018-04-01 09:00:00,6.7,,,,,
2942874,CD1,2018-04-01 10:00:00,15.5,18.6,77.0,,,
2942875,BL0,2018-04-01 10:00:00,9.3,12.5,40.4,,,
2942876,GR4,2018-04-01 10:00:00,8.7,14.0,15.6,,,
2942877,MY7,2018-04-01 10:00:00,15.0,19.5,,,,
2942878,HV1,2018-04-01 10:00:00,14.9,16.3,35.3,,,
2942879,GN3,2018-04-01 10:00:00,13.6,21.0,49.6,,,
2942880,GR9,2018-04-01 10:00:00,14.1,22.3,76.8,,,
2942881,LW2,2018-04-01 10:00:00,8.1,16.7,39.5,,,
2942882,GN0,2018-04-01 10:00:00,11.6,18.6,41.3,,,
2942883,KF1,2018-04-01 10:00:00,9.9,11.8,,,,
2942884,CD9,2018-04-01 10:00:00,18.5,24.2,105.2,,,
2942885,CT3,2018-04-01 10:00:00,,12.0,31.0,,,
2942886,CT2,2018-04-01 10:00:00,14.0,,,,,
2942887,BX9,2018-04-01 10:00:00,12.4,,,,,
2942888,BX1,2018-04-01 10:00:00,,15.3,17.9,,,
2942889,TH4,2018-04-01 10:00:00,17.4,22.5,48.6,,,
2942890,ST5,2018-04-01 10:00:00,8.0,11.0,20.4,,,
2942891,RB7,2018-04-01 10:00:00,,15.6,48.0,,,
2942892,TD5,2018-04-01 10:00:00,8.2,,,,,
2942930,CD1,2018-04-01 11:00:00,15.4,18.0,95.0,,,
2942931,BL0,2018-04-01 11:00:00,12.9,16.6,53.0,,,
2942932,GR4,2018-04-01 11:00:00,8.8,20.4,18.8,,,
2942933,MY7,2018-04-01 11:00:00,13.9,22.8,,,,
2942934,HV1,2018-04-01 11:00:00,9.5,11.7,30.5,,,
2942935,GN3,2018-04-01 11:00:00,13.7,19.1,55.5,,,
2942936,GR9,2018-04-01 11:00:00,13.8,24.3,62.8,,,
2942937,LW2,2018-04-01 11:00:00,16.1,21.3,50.3,,,
2942938,GN0,2018-04-01 11:00:00,14.7,19.9,43.3,,,
2942939,KF1,2018-04-01 11:00:00,10.9,13.1,,,,
2942940,CD9,2018-04-01 11:00:00,19.0,23.1,85.0,,,
2942941,CT3,2018-04-01 11:00:00,,13.4,33.4,,,
2942942,CT2,2018-04-01 11:00:00,13.0,,,,,
2942943,BX9,2018-04-01 11:00:00,15.2,,,,,
2942944,BX1,2018-04-01 11:00:00,,18.0,28.0,,,
2942945,TH4,2018-04-01 11:00:00,13.4,24.6,59.2,,,
2942946,ST5,2018-04-01 11:00:00,9.0,15.0,23.1,,,
2942947,RB7,2018-04-01 11:00:00,,16.0,42.4,,,
2942948,TD5,2018-04-01 11:00:00,12.5,,,,,
2942986,CD1,2018-04-01 12:00:00,18.1,21.1,58.7,,,
2942987,BL0,2018-04-01 12:00:00,13.3,18.2,48.0,,,
2942988,GR4,2018-04-01 12:00:00,5.4,15.8,12.0,,,
2942989,MY7,2018-04-01 12:00:00,15.9,26.0,,,,
2942990,HV1,2018-04-01 12:00:00,10.8,13.4,35.3,,,
2942991,GN3,2018-04-01 12:00:00,12.4,17.5,38.5,,,
2942992,GR9,2018-04-01 12:00:00,9.3,16.4,42.5,,,
2942993,LW2,2018-04-01 12:00:00,13.5,18.0,38.1,,,
2942994,GN0,2018-04-01 12:00:00,12.4,18.0,23.1,,,
2942995,KF1,2018-04-01 12:00:00,12.3,14.9,,,,
2942996,CD9,2018-04-01 12:00:00,18.6,22.9,81.9,,,
2942997,CT3,2018-04-01 12:00:00,,14.8,29.1,,,
2942998,CT2,2018-04-01 12:00:00,17.0,,,,,
2942999,BX9,2018-04-01 12:00:00,14.2,,,,,
2943000,BX1,2018-04-01 12:00:00,,14.2,18.5,,,
2943001,TH4,2018-04-01 12:00:00,11.0,21.0,54.9,,,
2943002,ST5,2018-04-01 12:00:00,9.0,9.0,18.0,,,
2943003,RB7,2018-04-01 12:00:00,,17.6,40.0,,,
2943004,TD5,2018-04-01 12:00:00,11.8,,,,,
2943042,CD1,2018-04-01 13:00:00,13.5,12.6,50.4,,,
2943043,BL0,2018-04-01 13:00:00,9.0,11.5,25.8,,,
2943044,GR4,2018-04-01 13:00:00,6.1,10.9,4.2,,,
2943045,MY7,2018-04-01 13:00:00,11.0,18.3,,,,
2943046,HV1,2018-04-01 13:00:00,3.7,5.8,26.6,,,
2943047,GN3,2018-04-01 13:00:00,9.9,9.7,25.8,,,
2943048,GR9,2018-04-01 13:00:00,7.4,9.9,28.8,,,
2943049,LW2,2018-04-01 13:00:00,12.4,12.8,15.5,,,
2943050,GN0,2018-04-01 13:00:00,9.5,13.7,18.3,,,
2943051,KF1,2018-04-01 13:00:00,7.4,8.7,,,,
2943052,CD9,2018-04-01 13:00:00,15.4,16.4,72.5,,,
2943053,CT3,2018-04-01 13:00:00,,7.8,20.1,,,
2943054,CT2,2018-04-01 13:00:00,12.0,,,,,
2943055,BX9,2018-04-01 13:00:00,10.5,,,,,
2943056,BX1,2018-04-01 13:00:00,,10.1,8.5,,,
2943057,TH4,2018-04-01 13:00:00,10.3,,53.4,,,
2943058,ST5,2018-04-01 13:00:00,7.0,7.0,12.3,,,
2943059,RB7,2018-04-01 13:00:00,,13.4,33.9,,,
2943060,TD5,2018-04-01 13:00:00,9.2,,,,,
2943062,CD1,2018-04-01 14:00:00,7.9,10.9,46.5,,,
2943063,BL0,2018-04-01 14:00:00,6.4,8.2,20.5,,,
2943064,GR4,2018-04-01 14:00:00,9.5,6.6,-0.9,,,
2943065,MY7,2018-04-01 14:00:00,8.8,11.4,,,,
2943066,HV1,2018-04-01 14:00:00,6.9,7.9,18.7,,,
2943067,GN3,2018-04-01 14:00:00,7.8,8.8,27.9,,,
2943068,GR9,2018-04-01 14:00:00,5.7,9.8,21.0,,,
2943069,LW2,2018-04-01 14:00:00,7.3,10.2,17.4,,,
2943070,GN0,2018-04-01 14:00:00,8.7,9.9,15.0,,,
2943071,KF1,2018-04-01 14:00:00,6.4,7.4,,,,
2943072,CD9,2018-04-01 14:00:00,9.8,10.7,73.3,,,
2943073,CT3,2018-04-01 14:00:00,,11.4,14.0,,,
2943074,CT2,2018-04-01 14:00:00,12.0,,,,,
2943075,BX9,2018-04-01 14:00:00,9.3,,,,,
2943076,BX1,2018-04-01 14:00:00,,10.3,-0.6,,,
2943077,TH4,2018-04-01 14:00:00,8.5,12.6,37.6,,,
2943078,ST5,2018-04-01 14:00:00,7.0,7.0,11.3,,,
2943079,RB7,2018-04-01 14:00:00,,4.6,16.0,,,
2943080,TD5,2018-04-01 14:00:00,8.5,,,,,
2943118,CD1,2018-04-01 15:00:00,9.0,10.7,39.1,,,
2943119,BL0,2018-04-01 15:00:00,10.1,7.2,32.5,,,
2943120,GR4,2018-04-01 15:00:00,5.5,11.4,1.9,,,
2943121,MY7,2018-04-01 15:00:00,7.1,12.0,,,,
2943122,HV1,2018-04-01 15:00:00,8.7,8.7,19.2,,,
2943123,GN3,2018-04-01 15:00:00,10.4,11.0,24.8,,,
2943124,GR9,2018-04-01 15:00:00,7.9,11.7,35.3,,,
2943125,LW2,2018-04-01 15:00:00,8.1,12.5,37.2,,,
2943126,GN0,2018-04-01 15:00:00,9.0,9.7,29.3,,,
2943127,KF1,2018-04-01 15:00:00,7.1,7.9,,,,
2943128,CD9,2018-04-01 15:00:00,10.5,10.6,57.4,,,
2943129,CT3,2018-04-01 15:00:00,,14.0,15.9,,,
2943130,CT2,2018-04-01 15:00:00,18.0,,,,,
2943131,BX9,2018-04-01 15:00:00,10.3,,,,,
2943132,BX1,2018-04-01 15:00:00,,11.3,2.0,,,
2943133,TH4,2018-04-01 15:00:00,6.7,13.5,22.0,,,
2943134,ST5,2018-04-01 15:00:00,7.0,11.0,12.9,,,
2943135,RB7,2018-04-01 15:00:00,,12.8,21.8,,,
2943136,TD5,2018-04-01 15:00:00,10.4,,,,,
2943138,CD1,2018-04-01 16:00:00,10.5,7.8,26.4,,,
2943139,BL0,2018-04-01 16:00:00,9.3,7.4,50.9,,,
2943140,GR4,2018-04-01 16:00:00,9.8,10.7,0.5,,,
2943141,MY7,2018-04-01 16:00:00,,10.9,,,,
2943142,HV1,2018-04-01 16:00:00,7.5,6.8,13.1,,,
2943143,GN3,2018-04-01 16:00:00,9.4,13.6,19.0,,,
2943144,GR9,2018-04-01 16:00:00,6.9,11.6,23.5,,,
2943145,LW2,2018-04-01 16:00:00,11.3,13.7,26.3,,,
2943146,GN0,2018-04-01 16:00:00,11.1,10.0,20.6,,,
2943147,KF1,2018-04-01 16:00:00,7.3,8.1,,,,
2943148,CD9,2018-04-01 16:00:00,9.9,9.9,45.0,,,
2943149,CT3,2018-04-01 16:00:00,,12.6,16.0,,,
2943150,CT2,2018-04-01 16:00:00,19.0,,,,,
2943151,BX9,2018-04-01 16:00:00,9.2,,,,,
2943152,BX1,2018-04-01 16:00:00,,11.4,7.4,,,
2943153,TH4,2018-04-01 16:00:00,8.3,44.3,17.8,,,
2943154,ST5,2018-04-01 16:00:00,9.0,10.0,10.8,,,
2943155,RB7,2018-04-01 16:00:00,11.0,10.6,18.2,,,
2943156,TD5,2018-04-01 16:00:00,10.5,,,,,
2943194,CD1,2018-04-01 17:00:00,10.1,11.6,30.1,,,
2943195,BL0,2018-04-01 17:00:00,7.0,8.6,39.8,,,
2943196,GR4,2018-04-01 17:00:00,8.3,9.7,2.1,,,
2943197,MY7,2018-04-01 17:00:00,,10.7,,,,
2943198,HV1,2018-04-01 17:00:00,10.7,10.5,11.1,,,
2943199,GN3,2018-04-01 17:00:00,8.2,13.2,17.6,,,
2943200,GR9,2018-04-01 17:00:00,8.1,10.6,16.7,,,
2943201,LW2,2018-04-01 17:00:00,8.1,12.1,26.3,,,
2943202,GN0,2018-04-01 17:00:00,11.0,18.2,14.9,,,
2943203,KF1,2018-04-01 17:00:00,7.9,8.7,,,,
2943204,CD9,2018-04-01 17:00:00,9.2,8.8,41.2,,,
2943205,CT3,2018-04-01 17:00:00,,18.2,13.1,,,
2943206,CT2,2018-04-01 17:00:00,16.0,,,,,
2943207,BX9,2018-04-01 17:00:00,9.0,,,,,
2943208,BX1,2018-04-01 17:00:00,,11.6,6.7,,,
2943209,TH4,2018-04-01 17:00:00,8.6,12.4,19.8,,,
2943210,ST5,2018-04-01 17:00:00,8.0,8.0,6.1,,,
2943211,RB7,2018-04-01 17:00:00,11.0,8.2,11.4,,,
2943212,TD5,2018-04-01 17:00:00,9.4,,,,,
2943250,CD1,2018-04-01 18:00:00,11.1,10.3,25.1,,,
2943251,BL0,2018-04-01 18:00:00,8.3,10.0,24.3,,,
2943252,GR4,2018-04-01 18:00:00,2.0,11.9,-0.2,,,
2943253,MY7,2018-04-01 18:00:00,7.6,11.3,,,,
2943254,HV1,2018-04-01 18:00:00,6.7,6.1,10.5,,,
2943255,GN3,2018-04-01 18:00:00,10.1,12.0,18.0,,,
2943256,GR9,2018-04-01 18:00:00,7.1,14.0,14.3,,,
2943257,LW2,2018-04-01 18:00:00,6.3,11.3,30.1,,,
2943258,GN0,2018-04-01 18:00:00,11.3,14.7,12.9,,,
2943259,KF1,2018-04-01 18:00:00,8.1,8.9,,,,
2943260,CD9,2018-04-01 18:00:00,11.6,10.9,40.2,,,
2943261,CT3,2018-04-01 18:00:00,,15.4,13.8,,,
2943262,CT2,2018-04-01 18:00:00,18.0,,,,,
2943263,BX9,2018-04-01 18:00:00,10.3,,,,,
2943264,BX1,2018-04-01 18:00:00,,12.0,7.8,,,
2943265,TH4,2018-04-01 18:00:00,9.1,13.4,17.5,,,
2943266,ST5,2018-04-01 18:00:00,16.0,6.0,5.7,,,
2943267,RB7,2018-04-01 18:00:00,16.0,16.8,14.3,,,
2943268,TD5,2018-04-01 18:00:00,9.6,,,,,
2943306,CD1,2018-04-01 19:00:00,12.7,6.6,29.1,,,
2943307,BL0,2018-04-01 19:00:00,7.0,5.6,22.6,,,
2943308,GR4,2018-04-01 19:00:00,1.3,8.7,-1.2,,,
2943309,MY7,2018-04-01 19:00:00,10.8,7.5,,,,
2943310,HV1,2018-04-01 19:00:00,6.6,7.1,20.5,,,
2943311,GN3,2018-04-01 19:00:00,7.2,9.3,11.6,,,
2943312,GR9,2018-04-01 19:00:00,2.1,8.5,11.8,,,
2943313,LW2,2018-04-01 19:00:00,5.8,7.1,25.9,,,
2943314,GN0,2018-04-01 19:00:00,6.7,7.7,9.7,,,
2943315,KF1,2018-04-01 19:00:00,6.3,6.9,,,,
2943316,CD9,2018-04-01 19:00:00,10.0,9.7,48.5,,,
2943317,CT3,2018-04-01 19:00:00,,7.8,15.3,,,
2943318,CT2,2018-04-01 19:00:00,13.0,,,,,
2943319,BX9,2018-04-01 19:00:00,8.6,,,,,
2943320,BX1,2018-04-01 19:00:00,,9.5,9.6,,,
2943321,TH4,2018-04-01 19:00:00,8.3,11.2,17.2,,,
2943322,ST5,2018-04-01 19:00:00,3.0,5.0,9.2,,,
2943323,RB7,2018-04-01 19:00:00,15.0,11.8,14.4,,,
2943324,TD5,2018-04-01 19:00:00,5.9,,,,,
2943362,CD1,2018-04-01 20:00:00,4.7,6.6,29.0,,,
2943363,BL0,2018-04-01 20:00:00,6.6,2.9,26.4,,,
2943364,GR4,2018-04-01 20:00:00,1.1,5.5,-2.4,,,
2943365,MY7,2018-04-01 20:00:00,5.2,8.2,,,,
2943366,HV1,2018-04-01 20:00:00,1.4,2.7,26.4,,,
2943367,GN3,2018-04-01 20:00:00,0.6,4.8,13.7,,,
2943368,GR9,2018-04-01 20:00:00,1.5,5.7,11.9,,,
2943369,LW2,2018-04-01 20:00:00,-1.0,5.2,13.2,,,
2943370,GN0,2018-04-01 20:00:00,6.1,6.1,9.6,,,
2943371,KF1,2018-04-01 20:00:00,3.2,3.8,,,,
2943372,CD9,2018-04-01 20:00:00,6.1,6.2,57.1,,,
2943373,CT3,2018-04-01 20:00:00,,9.8,9.9,,,
2943374,CT2,2018-04-01 20:00:00,8.0,,,,,
2943375,BX9,2018-04-01 20:00:00,5.7,,,,,
2943376,BX1,2018-04-01 20:00:00,,8.2,9.5,,,
2943377,TH4,2018-04-01 20:00:00,3.9,8.7,23.5,,,
2943378,ST5,2018-04-01 20:00:00,3.0,2.0,9.4,,,
2943379,RB7,2018-04-01 20:00:00,9.0,10.0,19.5,,,
2943380,TD5,2018-04-01 20:00:00,5.6,,,,,
2943418,CD1,2018-04-01 21:00:00,6.6,8.3,33.2,,,
2943419,BL0,2018-04-01 21:00:00,3.1,6.1,23.5,,,
2943420,GR4,2018-04-01 21:00:00,8.6,2.7,-2.4,,,
2943421,MY7,2018-04-01 21:00:00,5.9,11.6,,,,
2943422,HV1,2018-04-01 21:00:00,6.3,6.8,14.6,,,
