id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2941620,GR4,2018-03-31 09:00:00,5.2,8.7,14.7,,,
2941621,MY7,2018-03-31 09:00:00,7.4,5.8,,,,
2941622,HV1,2018-03-31 09:00:00,6.7,9.8,21.4,,,
2941623,GN3,2018-03-31 09:00:00,6.1,7.6,50.6,,,
2941624,GR9,2018-03-31 09:00:00,5.4,10.0,29.9,,,
2941625,LW2,2018-03-31 09:00:00,15.4,11.5,47.1,,,
2941626,GN0,2018-03-31 09:00:00,10.4,16.9,56.6,,,
2941627,KF1,2018-03-31 09:00:00,4.0,5.0,,,,
2941628,CD9,2018-03-31 09:00:00,9.4,8.8,40.9,,,
2941629,CT3,2018-03-31 09:00:00,,13.0,24.2,,,
2941630,CT2,2018-03-31 09:00:00,9.0,,,,,
2941631,BX9,2018-03-31 09:00:00,10.5,,,,,
2941632,BX1,2018-03-31 09:00:00,,8.3,15.0,,,
2941633,TH4,2018-03-31 09:00:00,7.0,15.6,62.1,,,
2941634,ST5,2018-03-31 09:00:00,8.0,10.0,14.3,,,
2941635,RB7,2018-03-31 09:00:00,,7.6,26.7,,,
2941636,TD5,2018-03-31 09:00:00,4.5,,,,,
2941674,CD1,2018-03-31 10:00:00,10.3,10.7,59.7,,,
2941675,BL0,2018-03-31 10:00:00,4.6,6.5,59.9,,,
2941676,GR4,2018-03-31 10:00:00,1.0,5.4,6.2,,,
2941677,MY7,2018-03-31 10:00:00,6.9,6.0,,,,
2941678,HV1,2018-03-31 10:00:00,6.7,7.4,24.0,,,
2941679,GN3,2018-03-31 10:00:00,5.4,6.9,46.9,,,
2941680,GR9,2018-03-31 10:00:00,2.4,4.8,29.0,,,
2941681,LW2,2018-03-31 10:00:00,16.4,17.5,43.3,,,
2941682,GN0,2018-03-31 10:00:00,4.1,5.4,44.5,,,
2941683,KF1,2018-03-31 10:00:00,5.6,6.5,,,,
2941684,CD9,2018-03-31 10:00:00,10.1,10.2,38.6,,,
2941685,CT3,2018-03-31 10:00:00,,9.8,25.2,,,
2941686,CT2,2018-03-31 10:00:00,9.0,,,,,
2941687,BX9,2018-03-31 10:00:00,6.1,,,,,
2941688,BX1,2018-03-31 10:00:00,,5.7,18.1,,,
2941689,TH4,2018-03-31 10:00:00,7.7,16.3,49.0,,,
2941690,ST5,2018-03-31 10:00:00,10.0,9.0,19.4,,,
2941691,RB7,2018-03-31 10:00:00,,6.6,21.6,,,
2941692,TD5,2018-03-31 10:00:00,8.2,,,,,
2941730,CD1,2018-03-31 11:00:00,11.9,14.4,59.2,,,
2941731,BL0,2018-03-31 11:00:00,4.4,7.0,50.5,,,
2941732,GR4,2018-03-31 11:00:00,8.3,0.9,5.1,,,
2941733,MY7,2018-03-31 11:00:00,7.0,6.9,,,,
2941734,HV1,2018-03-31 11:00:00,2.0,4.1,16.1,,,
2941735,GN3,2018-03-31 11:00:00,4.8,8.3,32.7,,,
2941736,GR9,2018-03-31 11:00:00,3.1,7.2,28.1,,,
2941737,LW2,2018-03-31 11:00:00,29.1,20.7,41.9,,,
2941738,GN0,2018-03-31 11:00:00,7.8,6.4,40.7,,,
2941739,KF1,2018-03-31 11:00:00,4.9,5.7,,,,
2941740,CD9,2018-03-31 11:00:00,10.7,10.5,35.9,,,
2941741,CT3,2018-03-31 11:00:00,,15.0,20.9,,,
2941742,CT2,2018-03-31 11:00:00,10.0,,,,,
2941743,BX9,2018-03-31 11:00:00,4.8,,,,,
2941744,BX1,2018-03-31 11:00:00,,5.0,7.9,,,
2941745,TH4,2018-03-31 11:00:00,8.6,20.2,50.4,,,
2941746,ST5,2018-03-31 11:00:00,8.0,7.0,17.3,,,
2941747,RB7,2018-03-31 11:00:00,,5.0,15.9,,,
2941748,TD5,2018-03-31 11:00:00,11.8,,,,,
2941786,CD1,2018-03-31 12:00:00,10.2,13.7,47.5,,,
2941787,BL0,2018-03-31 12:00:00,6.6,8.8,43.6,,,
2941788,GR4,2018-03-31 12:00:00,3.8,10.4,5.3,,,
2941789,MY7,2018-03-31 12:00:00,8.5,8.3,,,,
2941790,HV1,2018-03-31 12:00:00,4.5,4.8,15.4,,,
2941791,GN3,2018-03-31 12:00:00,6.9,8.1,29.6,,,
2941792,GR9,2018-03-31 12:00:00,6.4,7.0,25.1,,,
2941793,LW2,2018-03-31 12:00:00,14.0,14.1,34.4,,,
2941794,GN0,2018-03-31 12:00:00,6.5,7.2,32.0,,,
2941795,KF1,2018-03-31 12:00:00,5.9,6.8,,,,
2941796,CD9,2018-03-31 12:00:00,10.2,10.6,30.6,,,
2941797,CT3,2018-03-31 12:00:00,,13.0,21.0,,,
2941798,CT2,2018-03-31 12:00:00,7.0,,,,,
2941799,BX9,2018-03-31 12:00:00,7.7,,,,,
2941800,BX1,2018-03-31 12:00:00,,5.2,6.6,,,
2941801,TH4,2018-03-31 12:00:00,10.1,16.1,47.2,,,
2941802,ST5,2018-03-31 12:00:00,7.0,7.0,17.2,,,
2941803,RB7,2018-03-31 12:00:00,,10.0,20.4,,,
2941804,TD5,2018-03-31 12:00:00,10.2,,,,,
2941842,CD1,2018-03-31 13:00:00,13.2,13.8,42.1,,,
2941843,BL0,2018-03-31 13:00:00,8.7,10.9,43.4,,,
2941844,GR4,2018-03-31 13:00:00,6.2,6.9,4.8,,,
2941845,MY7,2018-03-31 13:00:00,8.2,11.5,,,,
2941846,HV1,2018-03-31 13:00:00,6.5,6.6,14.7,,,
2941847,GN3,2018-03-31 13:00:00,7.1,7.6,25.3,,,
2941848,GR9,2018-03-31 13:00:00,5.4,10.2,20.5,,,
2941849,LW2,2018-03-31 13:00:00,19.7,17.1,31.1,,,
2941850,GN0,2018-03-31 13:00:00,9.3,11.0,30.3,,,
2941851,KF1,2018-03-31 13:00:00,9.1,10.4,,,,
2941852,CD9,2018-03-31 13:00:00,13.6,13.6,26.3,,,
2941853,CT3,2018-03-31 13:00:00,,16.6,18.4,,,
2941854,CT2,2018-03-31 13:00:00,11.0,,,,,
2941855,BX9,2018-03-31 13:00:00,7.2,,,,,
2941856,BX1,2018-03-31 13:00:00,,6.5,5.8,,,
2941857,TH4,2018-03-31 13:00:00,8.4,18.8,40.1,,,
2941858,ST5,2018-03-31 13:00:00,9.0,12.0,13.4,,,
2941859,RB7,2018-03-31 13:00:00,,5.8,18.3,,,
2941860,TD5,2018-03-31 13:00:00,11.6,,,,,
2941898,CD1,2018-03-31 14:00:00,12.1,12.4,32.4,,,
2941899,BL0,2018-03-31 14:00:00,7.6,12.6,38.8,,,
2941900,GR4,2018-03-31 14:00:00,14.3,7.3,2.2,,,
2941901,MY7,2018-03-31 14:00:00,12.1,13.6,,,,
2941902,HV1,2018-03-31 14:00:00,7.8,8.6,11.9,,,
2941903,GN3,2018-03-31 14:00:00,12.0,14.3,24.3,,,
2941904,GR9,2018-03-31 14:00:00,8.1,11.8,17.6,,,
2941905,LW2,2018-03-31 14:00:00,17.6,18.2,25.0,,,
2941906,GN0,2018-03-31 14:00:00,14.8,15.5,21.1,,,
2941907,KF1,2018-03-31 14:00:00,9.9,11.1,,,,
2941908,CD9,2018-03-31 14:00:00,14.3,14.1,24.9,,,
2941909,CT3,2018-03-31 14:00:00,,18.6,16.4,,,
2941910,CT2,2018-03-31 14:00:00,14.0,,,,,
2941911,BX9,2018-03-31 14:00:00,11.0,,,,,
2941912,BX1,2018-03-31 14:00:00,,9.2,3.5,,,
2941913,TH4,2018-03-31 14:00:00,13.9,21.4,32.8,,,
2941914,ST5,2018-03-31 14:00:00,9.0,14.0,10.2,,,
2941915,RB7,2018-03-31 14:00:00,,10.4,14.4,,,
2941916,TD5,2018-03-31 14:00:00,10.3,,,,,
2941954,CD1,2018-03-31 15:00:00,12.3,13.5,25.9,,,
2941955,BL0,2018-03-31 15:00:00,10.2,13.1,35.8,,,
2941956,GR4,2018-03-31 15:00:00,8.7,17.2,1.4,,,
2941957,MY7,2018-03-31 15:00:00,7.8,12.6,,,,
2941958,HV1,2018-03-31 15:00:00,8.1,8.3,9.2,,,
2941959,GN3,2018-03-31 15:00:00,12.2,16.4,21.6,,,
2941960,GR9,2018-03-31 15:00:00,8.2,12.1,16.0,,,
2941961,LW2,2018-03-31 15:00:00,16.8,15.7,22.6,,,
2941962,GN0,2018-03-31 15:00:00,13.7,11.3,16.6,,,
2941963,KF1,2018-03-31 15:00:00,8.7,9.6,,,,
2941964,CD9,2018-03-31 15:00:00,7.1,8.8,24.0,,,
2941965,CT3,2018-03-31 15:00:00,,18.4,18.2,,,
2941966,CT2,2018-03-31 15:00:00,11.0,,,,,
2941967,BX9,2018-03-31 15:00:00,12.6,,,,,
2941968,BX1,2018-03-31 15:00:00,,11.2,-0.2,,,
2941969,TH4,2018-03-31 15:00:00,12.0,17.4,32.0,,,
2941970,ST5,2018-03-31 15:00:00,9.0,10.0,9.4,,,
2941971,RB7,2018-03-31 15:00:00,,10.6,11.3,,,
2941972,TD5,2018-03-31 15:00:00,8.8,,,,,
2941974,CD1,2018-03-31 16:00:00,11.2,13.7,23.5,,,
2941975,BL0,2018-03-31 16:00:00,7.7,13.2,32.3,,,
2941976,GR4,2018-03-31 16:00:00,12.8,12.5,0.9,,,
2941977,MY7,2018-03-31 16:00:00,8.3,11.6,,,,
2941978,HV1,2018-03-31 16:00:00,5.2,6.6,7.7,,,
2941979,GN3,2018-03-31 16:00:00,10.8,14.2,15.5,,,
2941980,GR9,2018-03-31 16:00:00,10.1,12.5,13.3,,,
2941981,LW2,2018-03-31 16:00:00,12.1,14.1,21.4,,,
2941982,GN0,2018-03-31 16:00:00,14.1,13.1,13.8,,,
2941983,KF1,2018-03-31 16:00:00,8.9,10.2,,,,
2941984,CD9,2018-03-31 16:00:00,8.6,9.8,19.3,,,
2941985,CT3,2018-03-31 16:00:00,,19.2,17.7,,,
2941986,CT2,2018-03-31 16:00:00,10.0,,,,,
2941987,BX9,2018-03-31 16:00:00,12.6,,,,,
2941988,BX1,2018-03-31 16:00:00,,12.6,-0.3,,,
2941989,TH4,2018-03-31 16:00:00,13.6,22.6,28.7,,,
2941990,ST5,2018-03-31 16:00:00,9.0,11.0,7.4,,,
2941991,RB7,2018-03-31 16:00:00,,8.4,9.6,,,
2941992,TD5,2018-03-31 16:00:00,8.6,,,,,
2942030,CD1,2018-03-31 17:00:00,10.2,11.2,17.0,,,
2942031,BL0,2018-03-31 17:00:00,9.1,11.4,29.5,,,
2942032,GR4,2018-03-31 17:00:00,,14.4,2.8,,,
2942033,MY7,2018-03-31 17:00:00,10.3,11.2,,,,
2942034,HV1,2018-03-31 17:00:00,6.8,6.7,7.2,,,
2942035,GN3,2018-03-31 17:00:00,9.9,12.7,14.1,,,
2942036,GR9,2018-03-31 17:00:00,7.8,11.3,13.1,,,
2942037,LW2,2018-03-31 17:00:00,8.0,13.6,19.5,,,
2942038,GN0,2018-03-31 17:00:00,14.1,13.0,12.0,,,
2942039,KF1,2018-03-31 17:00:00,9.1,10.2,,,,
2942040,CD9,2018-03-31 17:00:00,7.4,8.3,19.1,,,
2942041,CT3,2018-03-31 17:00:00,,9.2,13.6,,,
2942042,CT2,2018-03-31 17:00:00,24.0,,,,,
2942043,BX9,2018-03-31 17:00:00,11.4,,,,,
2942044,BX1,2018-03-31 17:00:00,,9.7,-3.1,,,
2942045,TH4,2018-03-31 17:00:00,10.2,17.5,22.1,,,
2942046,ST5,2018-03-31 17:00:00,12.0,10.0,6.0,,,
2942047,RB7,2018-03-31 17:00:00,,11.0,9.2,,,
2942048,TD5,2018-03-31 17:00:00,8.4,,,,,
2942086,CD1,2018-03-31 18:00:00,11.0,10.9,15.3,,,
2942087,BL0,2018-03-31 18:00:00,9.9,12.7,28.1,,,
2942088,GR4,2018-03-31 18:00:00,10.8,9.7,-1.0,,,
2942089,MY7,2018-03-31 18:00:00,8.7,12.9,,,,
2942090,HV1,2018-03-31 18:00:00,12.0,11.7,7.7,,,
2942091,GN3,2018-03-31 18:00:00,10.7,11.4,12.7,,,
2942092,GR9,2018-03-31 18:00:00,9.0,11.3,11.1,,,
2942093,LW2,2018-03-31 18:00:00,5.7,12.6,18.4,,,
2942094,GN0,2018-03-31 18:00:00,10.1,15.5,11.9,,,
2942095,KF1,2018-03-31 18:00:00,8.9,10.4,,,,
2942096,CD9,2018-03-31 18:00:00,8.3,9.3,15.4,,,
2942097,CT3,2018-03-31 18:00:00,,13.6,13.6,,,
2942098,CT2,2018-03-31 18:00:00,10.0,,,,,
2942099,BX9,2018-03-31 18:00:00,11.3,,,,,
2942100,BX1,2018-03-31 18:00:00,,13.1,-0.8,,,
2942101,TH4,2018-03-31 18:00:00,10.1,17.8,22.3,,,
2942102,ST5,2018-03-31 18:00:00,7.0,8.0,4.9,,,
2942103,RB7,2018-03-31 18:00:00,,15.2,11.7,,,
2942104,TD5,2018-03-31 18:00:00,9.1,,,,,
2942142,CD1,2018-03-31 19:00:00,12.1,12.3,13.4,,,
2942143,BL0,2018-03-31 19:00:00,13.4,12.9,26.4,,,
2942144,GR4,2018-03-31 19:00:00,15.1,13.1,-1.4,,,
2942145,MY7,2018-03-31 19:00:00,9.0,13.4,,,,
2942146,HV1,2018-03-31 19:00:00,9.4,11.2,6.8,,,
2942147,GN3,2018-03-31 19:00:00,12.0,16.1,16.4,,,
2942148,GR9,2018-03-31 19:00:00,8.9,14.6,10.6,,,
2942149,LW2,2018-03-31 19:00:00,8.6,15.2,18.8,,,
2942150,GN0,2018-03-31 19:00:00,15.6,18.5,10.7,,,
2942151,KF1,2018-03-31 19:00:00,10.6,12.1,,,,
2942152,CD9,2018-03-31 19:00:00,11.2,11.9,18.4,,,
2942153,CT3,2018-03-31 19:00:00,,18.6,12.9,,,
2942154,CT2,2018-03-31 19:00:00,11.0,,,,,
2942155,BX9,2018-03-31 19:00:00,11.6,,,,,
2942156,BX1,2018-03-31 19:00:00,,14.2,-1.4,,,
2942157,TH4,2018-03-31 19:00:00,12.2,18.7,21.4,,,
2942158,ST5,2018-03-31 19:00:00,6.0,10.0,5.5,,,
2942159,RB7,2018-03-31 19:00:00,,12.4,9.4,,,
2942160,TD5,2018-03-31 19:00:00,11.2,,,,,
2942198,CD1,2018-03-31 20:00:00,11.2,13.6,17.6,,,
2942199,BL0,2018-03-31 20:00:00,7.1,12.4,25.1,,,
2942200,GR4,2018-03-31 20:00:00,9.8,12.5,-1.1,,,
2942201,MY7,2018-03-31 20:00:00,11.4,11.3,,,,
2942202,HV1,2018-03-31 20:00:00,9.2,10.4,8.3,,,
2942203,GN3,2018-03-31 20:00:00,12.2,15.2,14.8,,,
2942204,GR9,2018-03-31 20:00:00,9.9,14.3,11.3,,,
2942205,LW2,2018-03-31 20:00:00,15.4,17.9,28.7,,,
2942206,GN0,2018-03-31 20:00:00,13.2,15.1,13.4,,,
2942207,KF1,2018-03-31 20:00:00,10.5,11.9,,,,
2942208,CD9,2018-03-31 20:00:00,12.6,12.8,14.9,,,
2942209,CT3,2018-03-31 20:00:00,,17.0,12.0,,,
2942210,CT2,2018-03-31 20:00:00,16.0,,,,,
2942211,BX9,2018-03-31 20:00:00,13.9,,,,,
2942212,BX1,2018-03-31 20:00:00,,11.7,-2.0,,,
2942213,TH4,2018-03-31 20:00:00,13.0,22.0,28.8,,,
2942214,ST5,2018-03-31 20:00:00,10.0,9.0,7.1,,,
2942215,RB7,2018-03-31 20:00:00,,8.6,10.3,,,
2942216,TD5,2018-03-31 20:00:00,12.4,,,,,
2942254,CD1,2018-03-31 21:00:00,9.7,13.2,25.2,,,
2942255,BL0,2018-03-31 21:00:00,9.7,11.5,33.3,,,
2942256,GR4,2018-03-31 21:00:00,13.0,12.3,-0.1,,,
2942257,MY7,2018-03-31 21:00:00,11.5,9.8,,,,
2942258,HV1,2018-03-31 21:00:00,10.0,10.8,9.2,,,
2942259,GN3,2018-03-31 21:00:00,12.5,14.6,17.4,,,
2942260,GR9,2018-03-31 21:00:00,8.1,11.2,14.3,,,
2942261,LW2,2018-03-31 21:00:00,12.3,14.5,29.7,,,
2942262,GN0,2018-03-31 21:00:00,13.1,18.9,29.9,,,
2942263,KF1,2018-03-31 21:00:00,9.3,11.0,,,,
2942264,CD9,2018-03-31 21:00:00,7.1,8.2,17.5,,,
2942265,CT3,2018-03-31 21:00:00,,16.2,12.3,,,
2942266,CT2,2018-03-31 21:00:00,12.0,,,,,
2942267,BX9,2018-03-31 21:00:00,13.6,,,,,
2942268,BX1,2018-03-31 21:00:00,,12.0,-0.8,,,
2942269,TH4,2018-03-31 21:00:00,9.2,19.7,30.3,,,
2942270,ST5,2018-03-31 21:00:00,10.0,13.0,8.9,,,
2942271,RB7,2018-03-31 21:00:00,,12.0,12.9,,,
2942272,TD5,2018-03-31 21:00:00,10.0,,,,,
2942310,CD1,2018-03-31 22:00:00,11.1,12.8,33.5,,,
2942311,BL0,2018-03-31 22:00:00,6.7,11.2,31.2,,,
2942312,GR4,2018-03-31 22:00:00,10.1,9.7,0.7,,,
2942313,MY7,2018-03-31 22:00:00,8.0,12.9,,,,
2942314,HV1,2018-03-31 22:00:00,7.7,9.2,10.7,,,
2942315,GN3,2018-03-31 22:00:00,10.7,12.2,25.9,,,
2942316,GR9,2018-03-31 22:00:00,6.6,12.2,17.4,,,
2942317,LW2,2018-03-31 22:00:00,10.2,14.1,36.3,,,
2942318,GN0,2018-03-31 22:00:00,11.9,13.1,31.8,,,
2942319,KF1,2018-03-31 22:00:00,8.8,10.3,,,,
2942320,CD9,2018-03-31 22:00:00,12.0,13.2,29.8,,,
2942321,CT3,2018-03-31 22:00:00,,14.4,13.7,,,
2942322,CT2,2018-03-31 22:00:00,11.0,,,,,
2942323,BX9,2018-03-31 22:00:00,11.1,,,,,
2942324,BX1,2018-03-31 22:00:00,,9.0,2.9,,,
2942325,TH4,2018-03-31 22:00:00,11.5,18.4,34.2,,,
2942326,ST5,2018-03-31 22:00:00,7.0,10.0,10.8,,,
2942327,RB7,2018-03-31 22:00:00,,12.2,13.4,,,
2942328,TD5,2018-03-31 22:00:00,9.6,,,,,
2942366,CD1,2018-03-31 23:00:00,11.0,14.8,37.7,,,
2942367,BL0,2018-03-31 23:00:00,7.3,12.1,38.6,,,
2942368,GR4,2018-03-31 23:00:00,9.8,10.5,1.9,,,
2942369,MY7,2018-03-31 23:00:00,5.7,12.5,,,,
2942370,HV1,2018-03-31 23:00:00,10.9,11.0,9.4,,,
2942371,GN3,2018-03-31 23:00:00,10.3,11.5,21.6,,,
2942372,GR9,2018-03-31 23:00:00,8.2,13.3,19.6,,,
2942373,LW2,2018-03-31 23:00:00,12.0,11.4,39.1,,,
2942374,GN0,2018-03-31 23:00:00,9.4,17.2,39.6,,,
2942375,KF1,2018-03-31 23:00:00,9.0,10.6,,,,
2942376,CD9,2018-03-31 23:00:00,12.0,12.8,23.7,,,
2942377,CT3,2018-03-31 23:00:00,,23.6,16.7,,,
2942378,CT2,2018-03-31 23:00:00,9.0,,,,,
2942379,BX9,2018-03-31 23:00:00,12.4,,,,,
2942380,BX1,2018-03-31 23:00:00,,10.3,4.7,,,
2942381,TH4,2018-03-31 23:00:00,12.7,19.0,41.1,,,
2942382,ST5,2018-03-31 23:00:00,12.0,13.0,13.8,,,
2942383,RB7,2018-03-31 23:00:00,,10.4,11.7,,,
2942384,TD5,2018-03-31 23:00:00,8.7,,,,,
2942386,CD1,2018-04-01 00:00:00,10.9,15.3,44.4,,,
2942387,BL0,2018-04-01 00:00:00,7.3,9.5,36.7,,,
2942388,GR4,2018-04-01 00:00:00,14.8,8.6,3.6,,,
2942389,MY7,2018-04-01 00:00:00,11.6,12.3,,,,
2942390,HV1,2018-04-01 00:00:00,7.8,9.0,9.5,,,
2942391,GN3,2018-04-01 00:00:00,10.7,13.2,21.6,,,
2942392,GR9,2018-04-01 00:00:00,7.5,14.5,19.4,,,
2942393,LW2,2018-04-01 00:00:00,12.8,12.6,41.5,,,
2942394,GN0,2018-04-01 00:00:00,12.0,18.6,42.8,,,
2942395,KF1,2018-04-01 00:00:00,8.2,10.0,,,,
2942396,CD9,2018-04-01 00:00:00,10.8,12.8,37.7,,,
2942397,CT3,2018-04-01 00:00:00,,13.6,16.0,,,
2942398,CT2,2018-04-01 00:00:00,11.0,,,,,
2942399,BX9,2018-04-01 00:00:00,9.2,,,,,
2942400,BX1,2018-04-01 00:00:00,,9.6,2.1,,,
2942401,TH4,2018-04-01 00:00:00,11.6,22.8,48.8,,,
2942402,ST5,2018-04-01 00:00:00,12.0,15.0,12.2,,,
2942403,RB7,2018-04-01 00:00:00,,10.0,14.9,,,
2942404,TD5,2018-04-01 00:00:00,7.2,,,,,
2942406,CD1,2018-04-01 01:00:00,10.6,13.5,49.0,,,
2942407,BL0,2018-04-01 01:00:00,6.9,11.7,42.5,,,
2942408,GR4,2018-04-01 01:00:00,6.1,14.7,5.5,,,
2942409,MY7,2018-04-01 01:00:00,8.8,12.4,,,,
2942410,HV1,2018-04-01 01:00:00,15.6,16.2,11.8,,,
2942411,GN3,2018-04-01 01:00:00,11.5,13.4,23.2,,,
2942412,GR9,2018-04-01 01:00:00,10.4,16.7,23.7,,,
2942413,LW2,2018-04-01 01:00:00,6.8,14.2,43.3,,,
2942414,GN0,2018-04-01 01:00:00,11.8,22.8,45.1,,,
2942415,KF1,2018-04-01 01:00:00,6.9,8.3,,,,
2942416,CD9,2018-04-01 01:00:00,12.1,14.7,38.9,,,
2942417,CT3,2018-04-01 01:00:00,,18.2,15.4,,,
2942418,CT2,2018-04-01 01:00:00,8.0,,,,,
2942419,BX9,2018-04-01 01:00:00,12.2,,,,,
2942420,BX1,2018-04-01 01:00:00,,11.8,5.0,,,
2942421,TH4,2018-04-01 01:00:00,11.4,23.8,53.0,,,
2942422,ST5,2018-04-01 01:00:00,9.0,10.0,11.2,,,
2942423,RB7,2018-04-01 01:00:00,,8.0,15.3,,,
2942424,TD5,2018-04-01 01:00:00,7.5,,,,,
2942462,CD1,2018-04-01 02:00:00,11.4,18.5,60.0,,,
2942463,BL0,2018-04-01 02:00:00,6.8,9.8,35.0,,,
2942464,GR4,2018-04-01 02:00:00,8.3,9.1,5.4,,,
2942465,MY7,2018-04-01 02:00:00,8.7,9.7,,,,
2942466,HV1,2018-04-01 02:00:00,7.1,10.4,13.9,,,
2942467,GN3,2018-04-01 02:00:00,11.7,14.0,25.8,,,
2942468,GR9,2018-04-01 02:00:00,11.3,17.5,30.4,,,
2942469,LW2,2018-04-01 02:00:00,13.4,15.6,43.3,,,
2942470,GN0,2018-04-01 02:00:00,11.9,18.7,52.9,,,
2942471,KF1,2018-04-01 02:00:00,6.7,8.2,,,,
2942472,CD9,2018-04-01 02:00:00,13.8,15.2,45.5,,,
2942473,CT3,2018-04-01 02:00:00,,18.8,14.7,,,
2942474,CT2,2018-04-01 02:00:00,12.0,,,,,
2942475,BX9,2018-04-01 02:00:00,9.8,,,,,
2942476,BX1,2018-04-01 02:00:00,,11.1,4.6,,,
2942477,TH4,2018-04-01 02:00:00,11.7,23.0,52.4,,,
2942478,ST5,2018-04-01 02:00:00,12.0,10.0,13.5,,,
2942479,RB7,2018-04-01 02:00:00,,6.2,13.6,,,
2942480,TD5,2018-04-01 02:00:00,7.9,,,,,
2942518,CD1,2018-04-01 03:00:00,13.8,16.0,65.3,,,
2942519,BL0,2018-04-01 03:00:00,7.1,11.9,34.4,,,
2942520,GR4,2018-04-01 03:00:00,11.7,9.9,7.2,,,
2942521,MY7,2018-04-01 03:00:00,8.0,11.1,,,,
2942522,HV1,2018-04-01 03:00:00,8.7,11.1,17.4,,,
2942523,GN3,2018-04-01 03:00:00,10.2,15.7,40.6,,,
2942524,GR9,2018-04-01 03:00:00,7.5,16.1,30.5,,,
2942525,LW2,2018-04-01 03:00:00,10.7,10.3,46.1,,,
2942526,GN0,2018-04-01 03:00:00,12.8,14.2,32.5,,,
2942527,KF1,2018-04-01 03:00:00,6.5,7.9,,,,
2942528,CD9,2018-04-01 03:00:00,10.9,13.0,47.5,,,
2942529,CT3,2018-04-01 03:00:00,,17.0,21.0,,,
2942530,CT2,2018-04-01 03:00:00,9.0,,,,,
2942531,BX9,2018-04-01 03:00:00,10.8,,,,,
2942532,BX1,2018-04-01 03:00:00,,11.2,4.7,,,
2942533,TH4,2018-04-01 03:00:00,10.7,24.2,65.7,,,
2942534,ST5,2018-04-01 03:00:00,9.0,7.0,13.8,,,
2942535,RB7,2018-04-01 03:00:00,,6.0,18.8,,,
2942536,TD5,2018-04-01 03:00:00,9.1,,,,,
2942574,CD1,2018-04-01 04:00:00,10.8,11.7,51.6,,,
2942575,BL0,2018-04-01 04:00:00,10.9,12.1,36.5,,,
2942576,GR4,2018-04-01 04:00:00,8.0,12.2,10.9,,,
2942577,MY7,2018-04-01 04:00:00,10.0,12.9,,,,
2942578,HV1,2018-04-01 04:00:00,8.2,13.8,35.1,,,
