id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2942628,dongsihuan_aq,2018-04-01 05:00:00,273.0,303.0,107.0,2.3,154.0,35.0
2942650,dongsi_aq,2018-04-01 06:00:00,251.0,252.0,56.0,1.8,224.0,23.0
2942651,tiantan_aq,2018-04-01 06:00:00,243.0,,54.0,1.7,207.0,20.0
2942652,guanyuan_aq,2018-04-01 06:00:00,239.0,,61.0,1.6,233.0,20.0
2942653,wanshouxigong_aq,2018-04-01 06:00:00,246.0,249.0,62.0,1.7,197.0,19.0
2942654,aotizhongxin_aq,2018-04-01 06:00:00,253.0,261.0,62.0,1.6,209.0,22.0
2942655,nongzhanguan_aq,2018-04-01 06:00:00,256.0,261.0,54.0,1.9,227.0,22.0
2942656,wanliu_aq,2018-04-01 06:00:00,238.0,,71.0,1.5,221.0,23.0
2942657,beibuxinqu_aq,2018-04-01 06:00:00,260.0,,64.0,1.5,199.0,20.0
2942658,zhiwuyuan_aq,2018-04-01 06:00:00,,,,,,
2942659,fengtaihuayuan_aq,2018-04-01 06:00:00,276.0,,54.0,1.5,224.0,19.0
2942660,yungang_aq,2018-04-01 06:00:00,224.0,245.0,45.0,1.2,237.0,18.0
2942661,gucheng_aq,2018-04-01 06:00:00,249.0,285.0,58.0,1.2,225.0,18.0
2942662,fangshan_aq,2018-04-01 06:00:00,210.0,268.0,54.0,1.0,238.0,21.0
2942663,daxing_aq,2018-04-01 06:00:00,225.0,241.0,57.0,1.4,197.0,22.0
2942664,yizhuang_aq,2018-04-01 06:00:00,234.0,,65.0,1.9,208.0,32.0
2942665,tongzhou_aq,2018-04-01 06:00:00,264.0,,46.0,2.2,219.0,29.0
2942666,shunyi_aq,2018-04-01 06:00:00,260.0,,52.0,2.4,249.0,35.0
2942667,pingchang_aq,2018-04-01 06:00:00,266.0,,61.0,1.8,222.0,28.0
2942668,mentougou_aq,2018-04-01 06:00:00,218.0,246.0,66.0,1.1,204.0,18.0
2942669,pinggu_aq,2018-04-01 06:00:00,248.0,,43.0,2.4,225.0,2.0
2942670,huairou_aq,2018-04-01 06:00:00,251.0,,64.0,2.7,215.0,37.0
2942671,miyun_aq,2018-04-01 06:00:00,262.0,,54.0,2.6,243.0,38.0
2942672,yanqin_aq,2018-04-01 06:00:00,62.0,190.0,18.0,0.6,151.0,7.0
2942673,dingling_aq,2018-04-01 06:00:00,257.0,,73.0,2.0,232.0,31.0
2942674,badaling_aq,2018-04-01 06:00:00,99.0,198.0,32.0,1.2,159.0,10.0
2942675,miyunshuiku_aq,2018-04-01 06:00:00,238.0,252.0,40.0,2.0,254.0,30.0
2942676,donggaocun_aq,2018-04-01 06:00:00,240.0,,42.0,1.9,217.0,35.0
2942677,yongledian_aq,2018-04-01 06:00:00,246.0,246.0,64.0,2.4,236.0,29.0
2942678,yufa_aq,2018-04-01 06:00:00,241.0,,42.0,1.3,249.0,19.0
2942679,liulihe_aq,2018-04-01 06:00:00,212.0,272.0,49.0,1.2,213.0,
2942680,qianmen_aq,2018-04-01 06:00:00,265.0,,74.0,1.7,197.0,25.0
2942681,yongdingmennei_aq,2018-04-01 06:00:00,263.0,,76.0,1.6,207.0,29.0
2942682,xizhimenbei_aq,2018-04-01 06:00:00,272.0,,81.0,1.6,178.0,33.0
2942683,nansanhuan_aq,2018-04-01 06:00:00,259.0,314.0,101.0,3.2,164.0,20.0
2942684,dongsihuan_aq,2018-04-01 06:00:00,263.0,293.0,99.0,2.1,177.0,23.0
2942726,dongsi_aq,2018-04-01 08:00:00,169.0,181.0,29.0,0.9,236.0,13.0
2942727,tiantan_aq,2018-04-01 08:00:00,143.0,170.0,25.0,1.0,219.0,10.0
2942728,guanyuan_aq,2018-04-01 08:00:00,152.0,189.0,32.0,0.8,237.0,11.0
2942729,wanshouxigong_aq,2018-04-01 08:00:00,151.0,153.0,38.0,0.9,203.0,11.0
2942730,aotizhongxin_aq,2018-04-01 08:00:00,176.0,208.0,40.0,0.8,214.0,13.0
2942731,nongzhanguan_aq,2018-04-01 08:00:00,168.0,199.0,30.0,1.0,239.0,13.0
2942732,wanliu_aq,2018-04-01 08:00:00,159.0,168.0,47.0,0.9,214.0,14.0
2942733,beibuxinqu_aq,2018-04-01 08:00:00,182.0,,44.0,1.1,197.0,11.0
2942734,zhiwuyuan_aq,2018-04-01 08:00:00,,,,,,
2942735,fengtaihuayuan_aq,2018-04-01 08:00:00,171.0,212.0,32.0,1.0,231.0,13.0
2942736,yungang_aq,2018-04-01 08:00:00,157.0,177.0,24.0,0.8,239.0,13.0
2942737,gucheng_aq,2018-04-01 08:00:00,173.0,190.0,31.0,0.8,228.0,12.0
2942738,fangshan_aq,2018-04-01 08:00:00,123.0,221.0,28.0,0.6,236.0,12.0
2942739,daxing_aq,2018-04-01 08:00:00,140.0,184.0,27.0,1.0,227.0,14.0
2942740,yizhuang_aq,2018-04-01 08:00:00,145.0,167.0,31.0,1.0,232.0,15.0
2942741,tongzhou_aq,2018-04-01 08:00:00,192.0,202.0,30.0,1.0,236.0,16.0
2942742,shunyi_aq,2018-04-01 08:00:00,249.0,,55.0,2.1,258.0,21.0
2942743,pingchang_aq,2018-04-01 08:00:00,246.0,,49.0,1.3,241.0,18.0
2942744,mentougou_aq,2018-04-01 08:00:00,183.0,219.0,44.0,0.9,228.0,15.0
2942745,pinggu_aq,2018-04-01 08:00:00,229.0,,36.0,1.8,244.0,2.0
2942746,huairou_aq,2018-04-01 08:00:00,231.0,232.0,49.0,1.9,257.0,23.0
2942747,miyun_aq,2018-04-01 08:00:00,214.0,,45.0,1.9,282.0,26.0
2942748,yanqin_aq,2018-04-01 08:00:00,194.0,357.0,53.0,1.2,216.0,15.0
2942749,dingling_aq,2018-04-01 08:00:00,237.0,,61.0,1.5,260.0,20.0
2942750,badaling_aq,2018-04-01 08:00:00,212.0,374.0,59.0,1.7,227.0,16.0
2942751,miyunshuiku_aq,2018-04-01 08:00:00,238.0,,34.0,2.1,289.0,29.0
2942752,donggaocun_aq,2018-04-01 08:00:00,227.0,,33.0,1.5,234.0,24.0
2942753,yongledian_aq,2018-04-01 08:00:00,146.0,200.0,25.0,1.3,267.0,13.0
2942754,yufa_aq,2018-04-01 08:00:00,133.0,193.0,21.0,0.8,248.0,11.0
2942755,liulihe_aq,2018-04-01 08:00:00,117.0,171.0,20.0,0.7,190.0,
2942756,qianmen_aq,2018-04-01 08:00:00,174.0,,47.0,0.9,218.0,15.0
2942757,yongdingmennei_aq,2018-04-01 08:00:00,169.0,,48.0,0.9,229.0,21.0
2942758,xizhimenbei_aq,2018-04-01 08:00:00,181.0,,61.0,1.0,183.0,20.0
2942759,nansanhuan_aq,2018-04-01 08:00:00,147.0,269.0,82.0,1.0,182.0,13.0
2942760,dongsihuan_aq,2018-04-01 08:00:00,150.0,256.0,57.0,1.0,205.0,13.0
2942782,dongsi_aq,2018-04-01 09:00:00,137.0,183.0,26.0,0.9,237.0,11.0
2942783,tiantan_aq,2018-04-01 09:00:00,122.0,150.0,23.0,0.9,217.0,9.0
2942784,guanyuan_aq,2018-04-01 09:00:00,113.0,154.0,27.0,0.7,223.0,8.0
2942785,wanshouxigong_aq,2018-04-01 09:00:00,115.0,125.0,34.0,0.8,187.0,8.0
2942786,aotizhongxin_aq,2018-04-01 09:00:00,126.0,191.0,32.0,0.6,202.0,10.0
2942787,nongzhanguan_aq,2018-04-01 09:00:00,130.0,173.0,26.0,0.8,229.0,10.0
2942788,wanliu_aq,2018-04-01 09:00:00,131.0,180.0,40.0,0.8,214.0,11.0
2942789,beibuxinqu_aq,2018-04-01 09:00:00,140.0,,32.0,0.9,186.0,10.0
2942790,zhiwuyuan_aq,2018-04-01 09:00:00,,,,,,
2942791,fengtaihuayuan_aq,2018-04-01 09:00:00,110.0,157.0,23.0,0.7,201.0,8.0
2942792,yungang_aq,2018-04-01 09:00:00,97.0,147.0,16.0,0.7,210.0,9.0
2942793,gucheng_aq,2018-04-01 09:00:00,116.0,171.0,22.0,0.7,211.0,9.0
2942794,fangshan_aq,2018-04-01 09:00:00,82.0,168.0,25.0,0.4,204.0,8.0
2942795,daxing_aq,2018-04-01 09:00:00,102.0,141.0,25.0,0.7,199.0,9.0
2942796,yizhuang_aq,2018-04-01 09:00:00,92.0,148.0,28.0,0.8,214.0,11.0
2942797,tongzhou_aq,2018-04-01 09:00:00,151.0,211.0,25.0,0.9,234.0,14.0
2942798,shunyi_aq,2018-04-01 09:00:00,250.0,,55.0,1.9,251.0,21.0
2942799,pingchang_aq,2018-04-01 09:00:00,191.0,,41.0,1.1,212.0,14.0
2942800,mentougou_aq,2018-04-01 09:00:00,142.0,194.0,35.0,0.8,213.0,13.0
2942801,pinggu_aq,2018-04-01 09:00:00,218.0,223.0,39.0,1.7,233.0,2.0
2942802,huairou_aq,2018-04-01 09:00:00,231.0,,49.0,1.9,242.0,19.0
2942803,miyun_aq,2018-04-01 09:00:00,210.0,213.0,54.0,1.7,253.0,19.0
2942804,yanqin_aq,2018-04-01 09:00:00,200.0,318.0,49.0,1.1,227.0,15.0
2942805,dingling_aq,2018-04-01 09:00:00,220.0,,56.0,1.4,244.0,16.0
2942806,badaling_aq,2018-04-01 09:00:00,198.0,326.0,54.0,1.6,226.0,13.0
2942807,miyunshuiku_aq,2018-04-01 09:00:00,223.0,,30.0,1.9,291.0,23.0
2942808,donggaocun_aq,2018-04-01 09:00:00,250.0,,40.0,1.4,230.0,22.0
2942809,yongledian_aq,2018-04-01 09:00:00,122.0,168.0,23.0,1.2,252.0,11.0
2942810,yufa_aq,2018-04-01 09:00:00,104.0,161.0,20.0,0.7,214.0,8.0
2942811,liulihe_aq,2018-04-01 09:00:00,99.0,198.0,30.0,0.7,176.0,
2942812,qianmen_aq,2018-04-01 09:00:00,148.0,173.0,45.0,0.9,213.0,14.0
2942813,yongdingmennei_aq,2018-04-01 09:00:00,141.0,162.0,47.0,0.8,223.0,9.0
2942814,xizhimenbei_aq,2018-04-01 09:00:00,133.0,156.0,66.0,0.9,167.0,16.0
2942815,nansanhuan_aq,2018-04-01 09:00:00,108.0,212.0,96.0,0.9,143.0,11.0
2942816,dongsihuan_aq,2018-04-01 09:00:00,109.0,189.0,44.0,0.8,202.0,10.0
2942838,dongsi_aq,2018-04-01 10:00:00,104.0,151.0,27.0,0.7,198.0,8.0
2942839,tiantan_aq,2018-04-01 10:00:00,92.0,111.0,25.0,0.7,178.0,6.0
2942840,guanyuan_aq,2018-04-01 10:00:00,75.0,117.0,26.0,0.5,182.0,4.0
2942841,wanshouxigong_aq,2018-04-01 10:00:00,72.0,114.0,29.0,0.6,158.0,6.0
2942842,aotizhongxin_aq,2018-04-01 10:00:00,86.0,148.0,39.0,0.5,152.0,7.0
2942843,nongzhanguan_aq,2018-04-01 10:00:00,119.0,166.0,36.0,0.8,211.0,9.0
2942844,wanliu_aq,2018-04-01 10:00:00,96.0,184.0,49.0,0.7,165.0,8.0
2942845,beibuxinqu_aq,2018-04-01 10:00:00,99.0,,25.0,0.8,168.0,7.0
2942846,zhiwuyuan_aq,2018-04-01 10:00:00,,,,,,
2942847,fengtaihuayuan_aq,2018-04-01 10:00:00,73.0,131.0,34.0,0.6,160.0,5.0
2942848,yungang_aq,2018-04-01 10:00:00,89.0,148.0,20.0,0.6,202.0,7.0
2942849,gucheng_aq,2018-04-01 10:00:00,95.0,147.0,27.0,0.6,190.0,7.0
2942850,fangshan_aq,2018-04-01 10:00:00,89.0,190.0,35.0,0.5,199.0,8.0
2942851,daxing_aq,2018-04-01 10:00:00,74.0,137.0,25.0,0.7,175.0,7.0
2942852,yizhuang_aq,2018-04-01 10:00:00,98.0,165.0,34.0,0.8,202.0,12.0
2942853,tongzhou_aq,2018-04-01 10:00:00,128.0,196.0,26.0,0.8,213.0,13.0
2942854,shunyi_aq,2018-04-01 10:00:00,249.0,,61.0,1.9,228.0,20.0
2942855,pingchang_aq,2018-04-01 10:00:00,151.0,169.0,36.0,0.8,187.0,11.0
2942856,mentougou_aq,2018-04-01 10:00:00,99.0,160.0,45.0,0.7,172.0,9.0
2942857,pinggu_aq,2018-04-01 10:00:00,214.0,,45.0,1.6,219.0,2.0
2942858,huairou_aq,2018-04-01 10:00:00,227.0,239.0,74.0,2.1,201.0,18.0
2942859,miyun_aq,2018-04-01 10:00:00,226.0,233.0,64.0,1.8,237.0,18.0
2942860,yanqin_aq,2018-04-01 10:00:00,192.0,262.0,53.0,1.1,211.0,13.0
2942861,dingling_aq,2018-04-01 10:00:00,198.0,,52.0,1.3,225.0,14.0
2942862,badaling_aq,2018-04-01 10:00:00,145.0,222.0,57.0,1.3,188.0,11.0
2942863,miyunshuiku_aq,2018-04-01 10:00:00,223.0,234.0,29.0,1.8,277.0,20.0
2942864,donggaocun_aq,2018-04-01 10:00:00,252.0,,44.0,1.3,217.0,21.0
2942865,yongledian_aq,2018-04-01 10:00:00,126.0,193.0,30.0,1.4,243.0,14.0
2942866,yufa_aq,2018-04-01 10:00:00,124.0,213.0,28.0,0.9,219.0,11.0
2942867,liulihe_aq,2018-04-01 10:00:00,138.0,238.0,30.0,0.8,198.0,
2942868,qianmen_aq,2018-04-01 10:00:00,103.0,104.0,48.0,0.8,164.0,10.0
2942869,yongdingmennei_aq,2018-04-01 10:00:00,96.0,123.0,44.0,0.7,182.0,14.0
2942870,xizhimenbei_aq,2018-04-01 10:00:00,85.0,124.0,74.0,0.8,117.0,12.0
2942871,nansanhuan_aq,2018-04-01 10:00:00,61.0,157.0,96.0,0.8,110.0,8.0
2942872,dongsihuan_aq,2018-04-01 10:00:00,94.0,153.0,47.0,0.8,195.0,9.0
2942894,dongsi_aq,2018-04-01 11:00:00,84.0,148.0,29.0,0.7,175.0,6.0
2942895,tiantan_aq,2018-04-01 11:00:00,71.0,97.0,30.0,0.7,151.0,4.0
2942896,guanyuan_aq,2018-04-01 11:00:00,69.0,130.0,35.0,0.6,174.0,5.0
2942897,wanshouxigong_aq,2018-04-01 11:00:00,79.0,166.0,43.0,0.8,146.0,6.0
2942898,aotizhongxin_aq,2018-04-01 11:00:00,68.0,153.0,47.0,0.4,129.0,5.0
2942899,nongzhanguan_aq,2018-04-01 11:00:00,96.0,156.0,45.0,0.8,163.0,7.0
2942900,wanliu_aq,2018-04-01 11:00:00,81.0,143.0,49.0,0.6,159.0,7.0
2942901,beibuxinqu_aq,2018-04-01 11:00:00,88.0,,23.0,0.8,165.0,6.0
