id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2941531,nongzhanguan_aq,2018-03-31 08:00:00,94.0,167.0,49.0,0.8,149.0,14.0
2941532,wanliu_aq,2018-03-31 08:00:00,103.0,158.0,76.0,0.9,116.0,13.0
2941533,beibuxinqu_aq,2018-03-31 08:00:00,118.0,,80.0,0.9,99.0,9.0
2941534,zhiwuyuan_aq,2018-03-31 08:00:00,,,,,,
2941535,fengtaihuayuan_aq,2018-03-31 08:00:00,103.0,166.0,48.0,0.8,146.0,12.0
2941536,yungang_aq,2018-03-31 08:00:00,114.0,177.0,54.0,0.8,145.0,13.0
2941537,gucheng_aq,2018-03-31 08:00:00,154.0,193.0,68.0,0.8,126.0,10.0
2941538,fangshan_aq,2018-03-31 08:00:00,101.0,192.0,46.0,0.6,163.0,13.0
2941539,daxing_aq,2018-03-31 08:00:00,95.0,164.0,42.0,0.8,146.0,13.0
2941540,yizhuang_aq,2018-03-31 08:00:00,93.0,150.0,41.0,0.8,161.0,15.0
2941541,tongzhou_aq,2018-03-31 08:00:00,98.0,162.0,36.0,0.8,149.0,17.0
2941542,shunyi_aq,2018-03-31 08:00:00,102.0,156.0,58.0,1.0,137.0,16.0
2941543,pingchang_aq,2018-03-31 08:00:00,98.0,147.0,68.0,0.9,109.0,12.0
2941544,mentougou_aq,2018-03-31 08:00:00,97.0,166.0,61.0,0.8,140.0,11.0
2941545,pinggu_aq,2018-03-31 08:00:00,120.0,182.0,41.0,1.5,167.0,2.0
2941546,huairou_aq,2018-03-31 08:00:00,91.0,146.0,62.0,0.9,114.0,14.0
2941547,miyun_aq,2018-03-31 08:00:00,87.0,150.0,41.0,0.8,177.0,14.0
2941548,yanqin_aq,2018-03-31 08:00:00,51.0,257.0,17.0,0.4,122.0,5.0
2941549,dingling_aq,2018-03-31 08:00:00,94.0,145.0,61.0,1.0,123.0,12.0
2941550,badaling_aq,2018-03-31 08:00:00,,,,,,
2941551,miyunshuiku_aq,2018-03-31 08:00:00,97.0,151.0,35.0,0.7,175.0,11.0
2941552,donggaocun_aq,2018-03-31 08:00:00,129.0,159.0,42.0,1.5,166.0,28.0
2941553,yongledian_aq,2018-03-31 08:00:00,118.0,180.0,47.0,1.3,179.0,18.0
2941554,yufa_aq,2018-03-31 08:00:00,146.0,204.0,45.0,0.9,164.0,19.0
2941555,liulihe_aq,2018-03-31 08:00:00,120.0,185.0,52.0,0.9,140.0,
2941556,qianmen_aq,2018-03-31 08:00:00,112.0,159.0,55.0,0.8,139.0,16.0
2941557,yongdingmennei_aq,2018-03-31 08:00:00,107.0,149.0,64.0,0.9,146.0,21.0
2941558,xizhimenbei_aq,2018-03-31 08:00:00,115.0,156.0,88.0,0.9,102.0,18.0
2941559,nansanhuan_aq,2018-03-31 08:00:00,99.0,150.0,90.0,0.9,106.0,15.0
2941560,dongsihuan_aq,2018-03-31 08:00:00,96.0,133.0,68.0,0.9,126.0,14.0
2941582,dongsi_aq,2018-03-31 09:00:00,104.0,173.0,39.0,0.8,157.0,12.0
2941583,tiantan_aq,2018-03-31 09:00:00,95.0,145.0,39.0,0.8,147.0,12.0
2941584,guanyuan_aq,2018-03-31 09:00:00,94.0,158.0,47.0,0.7,159.0,12.0
2941585,wanshouxigong_aq,2018-03-31 09:00:00,99.0,190.0,51.0,0.9,137.0,11.0
2941586,aotizhongxin_aq,2018-03-31 09:00:00,119.0,181.0,58.0,0.7,133.0,13.0
2941587,nongzhanguan_aq,2018-03-31 09:00:00,100.0,162.0,44.0,0.8,161.0,12.0
2941588,wanliu_aq,2018-03-31 09:00:00,97.0,166.0,57.0,0.9,142.0,12.0
2941589,beibuxinqu_aq,2018-03-31 09:00:00,102.0,,67.0,0.9,113.0,10.0
2941590,zhiwuyuan_aq,2018-03-31 09:00:00,,,,,,
2941591,fengtaihuayuan_aq,2018-03-31 09:00:00,109.0,169.0,46.0,0.8,151.0,11.0
2941592,yungang_aq,2018-03-31 09:00:00,112.0,173.0,41.0,0.8,166.0,13.0
2941593,gucheng_aq,2018-03-31 09:00:00,245.0,,50.0,0.8,155.0,10.0
2941594,fangshan_aq,2018-03-31 09:00:00,104.0,188.0,45.0,0.6,167.0,14.0
2941595,daxing_aq,2018-03-31 09:00:00,103.0,192.0,54.0,0.8,134.0,15.0
2941596,yizhuang_aq,2018-03-31 09:00:00,98.0,161.0,47.0,0.9,159.0,16.0
2941597,tongzhou_aq,2018-03-31 09:00:00,107.0,180.0,38.0,0.8,158.0,16.0
2941598,shunyi_aq,2018-03-31 09:00:00,99.0,164.0,63.0,1.0,135.0,16.0
2941599,pingchang_aq,2018-03-31 09:00:00,106.0,154.0,70.0,0.8,108.0,11.0
2941600,mentougou_aq,2018-03-31 09:00:00,106.0,174.0,62.0,0.8,143.0,11.0
2941601,pinggu_aq,2018-03-31 09:00:00,104.0,157.0,33.0,1.1,176.0,2.0
2941602,huairou_aq,2018-03-31 09:00:00,97.0,163.0,59.0,0.9,121.0,14.0
2941603,miyun_aq,2018-03-31 09:00:00,99.0,154.0,44.0,0.8,171.0,15.0
2941604,yanqin_aq,2018-03-31 09:00:00,68.0,234.0,36.0,0.6,116.0,7.0
2941605,dingling_aq,2018-03-31 09:00:00,103.0,159.0,77.0,1.0,112.0,11.0
2941606,badaling_aq,2018-03-31 09:00:00,,,,,,
2941607,miyunshuiku_aq,2018-03-31 09:00:00,106.0,176.0,39.0,0.8,181.0,15.0
2941608,donggaocun_aq,2018-03-31 09:00:00,112.0,141.0,34.0,1.0,175.0,21.0
2941609,yongledian_aq,2018-03-31 09:00:00,122.0,193.0,50.0,1.4,185.0,21.0
2941610,yufa_aq,2018-03-31 09:00:00,142.0,193.0,41.0,0.9,176.0,18.0
2941611,liulihe_aq,2018-03-31 09:00:00,121.0,185.0,55.0,0.9,141.0,
2941612,qianmen_aq,2018-03-31 09:00:00,105.0,171.0,57.0,0.8,142.0,14.0
2941613,yongdingmennei_aq,2018-03-31 09:00:00,104.0,161.0,60.0,0.8,152.0,19.0
2941614,xizhimenbei_aq,2018-03-31 09:00:00,111.0,162.0,83.0,0.9,115.0,17.0
2941615,nansanhuan_aq,2018-03-31 09:00:00,97.0,148.0,105.0,1.0,94.0,14.0
2941616,dongsihuan_aq,2018-03-31 09:00:00,97.0,135.0,65.0,0.9,134.0,13.0
2941638,dongsi_aq,2018-03-31 10:00:00,103.0,197.0,50.0,0.8,141.0,12.0
2941639,tiantan_aq,2018-03-31 10:00:00,99.0,154.0,49.0,0.9,127.0,12.0
2941640,guanyuan_aq,2018-03-31 10:00:00,111.0,171.0,55.0,0.8,147.0,12.0
2941641,wanshouxigong_aq,2018-03-31 10:00:00,113.0,202.0,57.0,1.0,125.0,12.0
2941642,aotizhongxin_aq,2018-03-31 10:00:00,127.0,198.0,64.0,0.8,123.0,12.0
2941643,nongzhanguan_aq,2018-03-31 10:00:00,108.0,196.0,58.0,0.8,144.0,13.0
2941644,wanliu_aq,2018-03-31 10:00:00,102.0,163.0,64.0,1.0,138.0,13.0
2941645,beibuxinqu_aq,2018-03-31 10:00:00,115.0,,78.0,0.9,107.0,9.0
2941646,zhiwuyuan_aq,2018-03-31 10:00:00,,,,,,
2941647,fengtaihuayuan_aq,2018-03-31 10:00:00,123.0,193.0,59.0,0.9,139.0,12.0
2941648,yungang_aq,2018-03-31 10:00:00,116.0,181.0,47.0,0.8,161.0,14.0
2941649,gucheng_aq,2018-03-31 10:00:00,139.0,201.0,49.0,0.8,159.0,10.0
2941650,fangshan_aq,2018-03-31 10:00:00,117.0,206.0,61.0,0.8,151.0,14.0
2941651,daxing_aq,2018-03-31 10:00:00,121.0,199.0,52.0,0.9,142.0,17.0
2941652,yizhuang_aq,2018-03-31 10:00:00,108.0,200.0,60.0,0.9,149.0,18.0
2941653,tongzhou_aq,2018-03-31 10:00:00,119.0,203.0,46.0,0.9,157.0,16.0
2941654,shunyi_aq,2018-03-31 10:00:00,101.0,170.0,59.0,1.1,147.0,15.0
2941655,pingchang_aq,2018-03-31 10:00:00,105.0,168.0,62.0,0.8,118.0,11.0
2941656,mentougou_aq,2018-03-31 10:00:00,115.0,189.0,62.0,0.9,148.0,12.0
2941657,pinggu_aq,2018-03-31 10:00:00,108.0,177.0,34.0,0.8,188.0,2.0
2941658,huairou_aq,2018-03-31 10:00:00,103.0,167.0,65.0,1.0,117.0,12.0
2941659,miyun_aq,2018-03-31 10:00:00,92.0,167.0,50.0,0.8,149.0,13.0
2941660,yanqin_aq,2018-03-31 10:00:00,84.0,204.0,61.0,0.8,100.0,9.0
2941661,dingling_aq,2018-03-31 10:00:00,104.0,175.0,80.0,0.9,106.0,10.0
2941662,badaling_aq,2018-03-31 10:00:00,,,,,,
2941663,miyunshuiku_aq,2018-03-31 10:00:00,108.0,167.0,41.0,0.8,168.0,14.0
2941664,donggaocun_aq,2018-03-31 10:00:00,124.0,151.0,33.0,0.8,183.0,18.0
2941665,yongledian_aq,2018-03-31 10:00:00,156.0,241.0,86.0,3.5,171.0,30.0
2941666,yufa_aq,2018-03-31 10:00:00,148.0,190.0,46.0,1.0,166.0,19.0
2941667,liulihe_aq,2018-03-31 10:00:00,137.0,212.0,59.0,1.0,132.0,
2941668,qianmen_aq,2018-03-31 10:00:00,120.0,202.0,68.0,0.9,131.0,16.0
2941669,yongdingmennei_aq,2018-03-31 10:00:00,122.0,175.0,78.0,0.9,132.0,20.0
2941670,xizhimenbei_aq,2018-03-31 10:00:00,117.0,170.0,105.0,1.0,91.0,17.0
2941671,nansanhuan_aq,2018-03-31 10:00:00,117.0,161.0,110.0,1.0,92.0,15.0
2941672,dongsihuan_aq,2018-03-31 10:00:00,103.0,148.0,60.0,0.8,133.0,12.0
2941694,dongsi_aq,2018-03-31 11:00:00,128.0,213.0,56.0,0.9,135.0,14.0
2941695,tiantan_aq,2018-03-31 11:00:00,115.0,160.0,53.0,0.9,129.0,12.0
2941696,guanyuan_aq,2018-03-31 11:00:00,117.0,180.0,58.0,0.8,143.0,13.0
2941697,wanshouxigong_aq,2018-03-31 11:00:00,125.0,206.0,58.0,1.0,120.0,13.0
2941698,aotizhongxin_aq,2018-03-31 11:00:00,83.0,221.0,69.0,0.8,118.0,14.0
2941699,nongzhanguan_aq,2018-03-31 11:00:00,124.0,214.0,68.0,0.9,129.0,14.0
2941700,wanliu_aq,2018-03-31 11:00:00,107.0,182.0,71.0,1.0,125.0,13.0
2941701,beibuxinqu_aq,2018-03-31 11:00:00,112.0,,56.0,0.9,125.0,10.0
2941702,zhiwuyuan_aq,2018-03-31 11:00:00,,,,,,
2941703,fengtaihuayuan_aq,2018-03-31 11:00:00,132.0,194.0,81.0,0.9,112.0,13.0
2941704,yungang_aq,2018-03-31 11:00:00,125.0,207.0,60.0,0.9,133.0,14.0
2941705,gucheng_aq,2018-03-31 11:00:00,,219.0,66.0,0.9,138.0,11.0
2941706,fangshan_aq,2018-03-31 11:00:00,125.0,224.0,76.0,0.8,129.0,15.0
2941707,daxing_aq,2018-03-31 11:00:00,121.0,188.0,52.0,0.9,136.0,18.0
2941708,yizhuang_aq,2018-03-31 11:00:00,118.0,187.0,68.0,1.0,135.0,17.0
2941709,tongzhou_aq,2018-03-31 11:00:00,133.0,218.0,56.0,0.9,140.0,18.0
2941710,shunyi_aq,2018-03-31 11:00:00,100.0,168.0,70.0,1.1,125.0,14.0
2941711,pingchang_aq,2018-03-31 11:00:00,104.0,171.0,69.0,0.9,97.0,10.0
2941712,mentougou_aq,2018-03-31 11:00:00,126.0,202.0,93.0,1.0,114.0,12.0
2941713,pinggu_aq,2018-03-31 11:00:00,133.0,172.0,45.0,1.0,163.0,2.0
2941714,huairou_aq,2018-03-31 11:00:00,103.0,175.0,87.0,1.2,83.0,12.0
2941715,miyun_aq,2018-03-31 11:00:00,74.0,159.0,87.0,0.9,106.0,13.0
2941716,yanqin_aq,2018-03-31 11:00:00,123.0,237.0,80.0,0.9,91.0,11.0
2941717,dingling_aq,2018-03-31 11:00:00,101.0,167.0,72.0,0.9,94.0,9.0
2941718,badaling_aq,2018-03-31 11:00:00,,,,,,
2941719,miyunshuiku_aq,2018-03-31 11:00:00,97.0,174.0,43.0,0.8,157.0,13.0
2941720,donggaocun_aq,2018-03-31 11:00:00,143.0,150.0,38.0,0.9,148.0,16.0
2941721,yongledian_aq,2018-03-31 11:00:00,241.0,374.0,112.0,2.4,188.0,32.0
2941722,yufa_aq,2018-03-31 11:00:00,157.0,216.0,51.0,1.0,148.0,19.0
2941723,liulihe_aq,2018-03-31 11:00:00,146.0,254.0,68.0,1.0,106.0,
2941724,qianmen_aq,2018-03-31 11:00:00,136.0,217.0,76.0,1.0,122.0,16.0
2941725,yongdingmennei_aq,2018-03-31 11:00:00,134.0,172.0,83.0,0.9,134.0,22.0
2941726,xizhimenbei_aq,2018-03-31 11:00:00,134.0,185.0,96.0,1.0,101.0,19.0
2941727,nansanhuan_aq,2018-03-31 11:00:00,131.0,196.0,126.0,1.1,68.0,16.0
2941728,dongsihuan_aq,2018-03-31 11:00:00,120.0,199.0,71.0,0.9,118.0,14.0
2941750,dongsi_aq,2018-03-31 12:00:00,133.0,198.0,60.0,1.0,123.0,15.0
2941751,tiantan_aq,2018-03-31 12:00:00,122.0,152.0,88.0,1.0,77.0,10.0
2941752,guanyuan_aq,2018-03-31 12:00:00,126.0,176.0,86.0,1.0,86.0,12.0
2941753,wanshouxigong_aq,2018-03-31 12:00:00,134.0,205.0,60.0,1.1,94.0,11.0
2941754,aotizhongxin_aq,2018-03-31 12:00:00,135.0,200.0,91.0,1.0,79.0,13.0
2941755,nongzhanguan_aq,2018-03-31 12:00:00,,9.0,58.0,0.9,129.0,14.0
2941756,wanliu_aq,2018-03-31 12:00:00,121.0,173.0,83.0,1.0,90.0,12.0
2941757,beibuxinqu_aq,2018-03-31 12:00:00,143.0,324.0,75.0,1.1,74.0,7.0
2941758,zhiwuyuan_aq,2018-03-31 12:00:00,,,,,,
2941759,fengtaihuayuan_aq,2018-03-31 12:00:00,138.0,205.0,107.0,1.0,75.0,14.0
2941760,yungang_aq,2018-03-31 12:00:00,138.0,218.0,67.0,0.9,108.0,15.0
2941761,gucheng_aq,2018-03-31 12:00:00,17.0,237.0,85.0,1.0,102.0,11.0
2941762,fangshan_aq,2018-03-31 12:00:00,134.0,246.0,92.0,0.9,103.0,15.0
2941763,daxing_aq,2018-03-31 12:00:00,137.0,206.0,59.0,1.0,116.0,19.0
2941764,yizhuang_aq,2018-03-31 12:00:00,123.0,190.0,88.0,1.1,102.0,15.0
2941765,tongzhou_aq,2018-03-31 12:00:00,148.0,239.0,84.0,1.0,91.0,17.0
2941766,shunyi_aq,2018-03-31 12:00:00,101.0,177.0,92.0,1.2,84.0,13.0
2941767,pingchang_aq,2018-03-31 12:00:00,112.0,177.0,80.0,1.1,72.0,10.0
2941768,mentougou_aq,2018-03-31 12:00:00,138.0,207.0,96.0,1.0,90.0,12.0
2941769,pinggu_aq,2018-03-31 12:00:00,,,,,,
2941770,huairou_aq,2018-03-31 12:00:00,115.0,196.0,86.0,1.4,63.0,10.0
2941771,miyun_aq,2018-03-31 12:00:00,112.0,187.0,98.0,1.1,76.0,12.0
2941772,yanqin_aq,2018-03-31 12:00:00,106.0,208.0,94.0,1.0,67.0,10.0
2941773,dingling_aq,2018-03-31 12:00:00,96.0,158.0,60.0,0.9,83.0,7.0
2941774,badaling_aq,2018-03-31 12:00:00,,,,,,
2941775,miyunshuiku_aq,2018-03-31 12:00:00,102.0,165.0,38.0,0.9,150.0,14.0
2941776,donggaocun_aq,2018-03-31 12:00:00,145.0,149.0,38.0,0.9,133.0,15.0
2941777,yongledian_aq,2018-03-31 12:00:00,286.0,378.0,92.0,2.0,181.0,29.0
2941778,yufa_aq,2018-03-31 12:00:00,167.0,226.0,50.0,1.1,135.0,19.0
2941779,liulihe_aq,2018-03-31 12:00:00,270.0,323.0,59.0,1.1,96.0,20.0
2941780,qianmen_aq,2018-03-31 12:00:00,151.0,200.0,101.0,1.2,84.0,16.0
2941781,yongdingmennei_aq,2018-03-31 12:00:00,141.0,173.0,146.0,1.1,55.0,21.0
2941782,xizhimenbei_aq,2018-03-31 12:00:00,151.0,192.0,125.0,1.2,56.0,18.0
2941783,nansanhuan_aq,2018-03-31 12:00:00,142.0,222.0,157.0,1.2,38.0,17.0
2941784,dongsihuan_aq,2018-03-31 12:00:00,137.0,203.0,83.0,1.0,97.0,14.0
2941806,dongsi_aq,2018-03-31 13:00:00,156.0,209.0,88.0,1.3,80.0,14.0
2941807,tiantan_aq,2018-03-31 13:00:00,101.0,140.0,60.0,1.0,54.0,5.0
2941808,guanyuan_aq,2018-03-31 13:00:00,132.0,181.0,121.0,1.3,35.0,10.0
2941809,wanshouxigong_aq,2018-03-31 13:00:00,153.0,199.0,78.0,1.5,51.0,9.0
2941810,aotizhongxin_aq,2018-03-31 13:00:00,132.0,239.0,160.0,1.2,4.0,12.0
2941811,nongzhanguan_aq,2018-03-31 13:00:00,95.0,138.0,103.0,1.3,66.0,13.0
2941812,wanliu_aq,2018-03-31 13:00:00,131.0,208.0,155.0,1.5,9.0,10.0
2941813,beibuxinqu_aq,2018-03-31 13:00:00,123.0,666.0,104.0,1.1,23.0,4.0
2941814,zhiwuyuan_aq,2018-03-31 13:00:00,,,,,,
2941815,fengtaihuayuan_aq,2018-03-31 13:00:00,149.0,204.0,114.0,1.2,54.0,13.0
2941816,yungang_aq,2018-03-31 13:00:00,146.0,220.0,56.0,1.0,110.0,16.0
2941817,gucheng_aq,2018-03-31 13:00:00,165.0,248.0,116.0,1.3,57.0,10.0
2941818,fangshan_aq,2018-03-31 13:00:00,140.0,246.0,144.0,1.1,46.0,14.0
2941819,daxing_aq,2018-03-31 13:00:00,149.0,225.0,95.0,1.2,69.0,16.0
2941820,yizhuang_aq,2018-03-31 13:00:00,130.0,209.0,143.0,1.3,39.0,13.0
2941821,tongzhou_aq,2018-03-31 13:00:00,163.0,252.0,135.0,1.3,33.0,43.0
2941822,shunyi_aq,2018-03-31 13:00:00,120.0,197.0,114.0,1.3,63.0,14.0
2941823,pingchang_aq,2018-03-31 13:00:00,110.0,170.0,65.0,1.0,65.0,8.0
2941824,mentougou_aq,2018-03-31 13:00:00,137.0,206.0,104.0,1.1,60.0,10.0
2941825,pinggu_aq,2018-03-31 13:00:00,,,,,,
2941826,huairou_aq,2018-03-31 13:00:00,114.0,180.0,74.0,1.3,61.0,9.0
2941827,miyun_aq,2018-03-31 13:00:00,106.0,190.0,126.0,1.3,39.0,12.0
2941828,yanqin_aq,2018-03-31 13:00:00,106.0,212.0,101.0,1.0,53.0,10.0
2941829,dingling_aq,2018-03-31 13:00:00,100.0,151.0,54.0,0.9,77.0,7.0
2941830,badaling_aq,2018-03-31 13:00:00,,,,,,
2941831,miyunshuiku_aq,2018-03-31 13:00:00,102.0,172.0,32.0,0.9,146.0,12.0
2941832,donggaocun_aq,2018-03-31 13:00:00,149.0,,34.0,0.9,132.0,15.0
2941833,yongledian_aq,2018-03-31 13:00:00,257.0,314.0,78.0,1.9,158.0,20.0
2941834,yufa_aq,2018-03-31 13:00:00,189.0,249.0,55.0,1.2,116.0,19.0
2941835,liulihe_aq,2018-03-31 13:00:00,160.0,297.0,85.0,1.1,46.0,8.0
2941836,qianmen_aq,2018-03-31 13:00:00,165.0,229.0,146.0,1.6,27.0,16.0
2941837,yongdingmennei_aq,2018-03-31 13:00:00,156.0,190.0,171.0,1.4,3.0,17.0
2941838,xizhimenbei_aq,2018-03-31 13:00:00,161.0,192.0,145.0,1.4,24.0,17.0
2941839,nansanhuan_aq,2018-03-31 13:00:00,155.0,246.0,183.0,1.8,2.0,19.0
2941840,dongsihuan_aq,2018-03-31 13:00:00,143.0,208.0,129.0,1.3,29.0,12.0
2941862,dongsi_aq,2018-03-31 14:00:00,167.0,229.0,119.0,1.6,38.0,13.0
2941863,tiantan_aq,2018-03-31 14:00:00,120.0,140.0,83.0,1.1,28.0,4.0
2941864,guanyuan_aq,2018-03-31 14:00:00,140.0,186.0,144.0,1.6,6.0,9.0
2941865,wanshouxigong_aq,2018-03-31 14:00:00,154.0,199.0,119.0,1.6,7.0,7.0
2941866,aotizhongxin_aq,2018-03-31 14:00:00,158.0,214.0,153.0,1.4,8.0,12.0
2941867,nongzhanguan_aq,2018-03-31 14:00:00,,,,,,
2941868,wanliu_aq,2018-03-31 14:00:00,129.0,201.0,146.0,1.5,9.0,9.0
2941869,beibuxinqu_aq,2018-03-31 14:00:00,260.0,,137.0,1.2,2.0,6.0
2941870,zhiwuyuan_aq,2018-03-31 14:00:00,,,,,,
2941871,fengtaihuayuan_aq,2018-03-31 14:00:00,165.0,225.0,176.0,1.6,3.0,12.0
2941872,yungang_aq,2018-03-31 14:00:00,150.0,206.0,58.0,1.0,97.0,16.0
2941873,gucheng_aq,2018-03-31 14:00:00,,,,,,
2941874,fangshan_aq,2018-03-31 14:00:00,157.0,255.0,158.0,1.3,22.0,13.0
2941875,daxing_aq,2018-03-31 14:00:00,156.0,243.0,149.0,1.5,11.0,13.0
2941876,yizhuang_aq,2018-03-31 14:00:00,134.0,201.0,152.0,1.5,22.0,11.0
2941877,tongzhou_aq,2018-03-31 14:00:00,173.0,317.0,157.0,1.3,9.0,18.0
2941878,shunyi_aq,2018-03-31 14:00:00,137.0,196.0,104.0,1.4,64.0,15.0
2941879,pingchang_aq,2018-03-31 14:00:00,100.0,153.0,57.0,0.9,66.0,8.0
2941880,mentougou_aq,2018-03-31 14:00:00,133.0,205.0,102.0,1.1,42.0,8.0
2941881,pinggu_aq,2018-03-31 14:00:00,144.0,151.0,52.0,1.4,88.0,2.0
2941882,huairou_aq,2018-03-31 14:00:00,113.0,169.0,66.0,1.3,69.0,7.0
2941883,miyun_aq,2018-03-31 14:00:00,126.0,207.0,154.0,1.4,2.0,9.0
2941884,yanqin_aq,2018-03-31 14:00:00,110.0,214.0,110.0,1.0,35.0,9.0
2941885,dingling_aq,2018-03-31 14:00:00,101.0,150.0,51.0,0.9,65.0,6.0
2941886,badaling_aq,2018-03-31 14:00:00,,,,,,
2941887,miyunshuiku_aq,2018-03-31 14:00:00,110.0,153.0,34.0,0.9,130.0,11.0
2941888,donggaocun_aq,2018-03-31 14:00:00,144.0,,34.0,0.9,124.0,14.0
2941889,yongledian_aq,2018-03-31 14:00:00,253.0,333.0,203.0,1.9,36.0,17.0
2941890,yufa_aq,2018-03-31 14:00:00,218.0,255.0,55.0,1.4,87.0,13.0
2941891,liulihe_aq,2018-03-31 14:00:00,180.0,280.0,76.0,1.1,45.0,
2941892,qianmen_aq,2018-03-31 14:00:00,186.0,249.0,170.0,2.1,5.0,15.0
2941893,yongdingmennei_aq,2018-03-31 14:00:00,162.0,218.0,180.0,1.9,2.0,14.0
2941894,xizhimenbei_aq,2018-03-31 14:00:00,177.0,209.0,167.0,1.8,2.0,15.0
2941895,nansanhuan_aq,2018-03-31 14:00:00,166.0,272.0,181.0,1.9,2.0,17.0
2941896,dongsihuan_aq,2018-03-31 14:00:00,152.0,208.0,165.0,1.6,2.0,14.0
2941918,dongsi_aq,2018-03-31 15:00:00,178.0,233.0,140.0,1.8,15.0,12.0
2941919,tiantan_aq,2018-03-31 15:00:00,133.0,140.0,113.0,1.3,2.0,2.0
2941920,guanyuan_aq,2018-03-31 15:00:00,139.0,191.0,151.0,2.1,2.0,8.0
2941921,wanshouxigong_aq,2018-03-31 15:00:00,162.0,197.0,135.0,1.8,2.0,6.0
2941922,aotizhongxin_aq,2018-03-31 15:00:00,118.0,255.0,174.0,1.7,2.0,10.0
2941923,nongzhanguan_aq,2018-03-31 15:00:00,148.0,200.0,161.0,1.7,2.0,10.0
