,station_id,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,time,hour,day,month,dayofweek,PM10_3,PM10_3B,PM10_3C,businessHours,met_station,humidity,pressure,temperature,weather,wind_direction,wind_speed,latitude,longitude
61,donggaocun_aq,129.0,159.0,42.0,1.5,166.0,28.0,2018-03-31 08:00:00,8,31,3,5,150.0,,,0,beijing_grid_452,24.0,990.007,23.0,CLOUDY,179.06,10.42,40.1,117.1
62,yongledian_aq,118.0,180.0,47.0,1.3,179.0,18.0,2018-03-31 08:00:00,8,31,3,5,172.0,,,0,beijing_grid_385,18.0,1008.5706,23.0,PARTLY_CLOUDY_DAY,177.84,9.73,39.7,116.8
63,yufa_aq,146.0,204.0,45.0,0.9,164.0,19.0,2018-03-31 08:00:00,8,31,3,5,183.0,,,0,beijing_grid_278,18.0,1007.2672,24.0,PARTLY_CLOUDY_DAY,174.55,9.68,39.5,116.3
64,liulihe_aq,120.0,185.0,52.0,0.9,140.0,,2018-03-31 08:00:00,8,31,3,5,163.0,,,0,beijing_grid_216,20.0,1000.058,23.0,PARTLY_CLOUDY_DAY,173.73,10.96,39.6,116.0
65,qianmen_aq,112.0,159.0,55.0,0.8,139.0,16.0,2018-03-31 08:00:00,8,31,3,5,153.0,,,0,beijing_grid_303,18.0,1004.9962,23.0,PARTLY_CLOUDY_DAY,172.64,10.97,39.9,116.4
66,yongdingmennei_aq,107.0,149.0,64.0,0.9,146.0,21.0,2018-03-31 08:00:00,8,31,3,5,134.0,,,0,beijing_grid_303,18.0,1004.9962,23.0,PARTLY_CLOUDY_DAY,172.64,10.97,39.9,116.4
67,xizhimenbei_aq,115.0,156.0,88.0,0.9,102.0,18.0,2018-03-31 08:00:00,8,31,3,5,147.0,,,0,beijing_grid_304,18.0,1004.1023,23.0,PARTLY_CLOUDY_DAY,166.55,10.92,40.0,116.4
68,nansanhuan_aq,99.0,150.0,90.0,0.9,106.0,15.0,2018-03-31 08:00:00,8,31,3,5,137.0,,,0,beijing_grid_303,18.0,1004.9962,23.0,PARTLY_CLOUDY_DAY,172.64,10.97,39.9,116.4
69,dongsihuan_aq,96.0,133.0,68.0,0.9,126.0,14.0,2018-03-31 08:00:00,8,31,3,5,138.0,,,0,chaoyang_meo,21.0,1005.6,23.2,CLEAR_DAY,180.0,2.3,39.9525,116.50083329999998
70,dongsi_aq,104.0,173.0,39.0,0.8,157.0,12.0,2018-03-31 09:00:00,9,31,3,5,171.0,172.0,,0,beijing_grid_303,19.0,1004.7221,23.0,PARTLY_CLOUDY_DAY,184.43,10.65,39.9,116.4
71,tiantan_aq,95.0,145.0,39.0,0.8,147.0,12.0,2018-03-31 09:00:00,9,31,3,5,140.0,123.0,,0,beijing_grid_303,19.0,1004.7221,23.0,PARTLY_CLOUDY_DAY,184.43,10.65,39.9,116.4
72,guanyuan_aq,94.0,158.0,47.0,0.7,159.0,12.0,2018-03-31 09:00:00,9,31,3,5,153.0,139.0,,0,beijing_grid_282,19.0,1002.2252,23.0,CLOUDY,176.4,11.19,39.9,116.3
73,wanshouxigong_aq,99.0,190.0,51.0,0.9,137.0,11.0,2018-03-31 09:00:00,9,31,3,5,219.0,172.0,,0,beijing_grid_303,19.0,1004.7221,23.0,PARTLY_CLOUDY_DAY,184.43,10.65,39.9,116.4
74,aotizhongxin_aq,119.0,181.0,58.0,0.7,133.0,13.0,2018-03-31 09:00:00,9,31,3,5,161.0,166.0,,0,beijing_grid_304,19.0,1003.326,23.0,CLOUDY,174.29,10.09,40.0,116.4
75,nongzhanguan_aq,100.0,162.0,44.0,0.8,161.0,12.0,2018-03-31 09:00:00,9,31,3,5,167.0,150.0,,0,chaoyang_meo,21.0,1005.1,23.3,CLEAR_DAY,233.0,3.5,39.9525,116.50083329999998
76,wanliu_aq,97.0,166.0,57.0,0.9,142.0,12.0,2018-03-31 09:00:00,9,31,3,5,158.0,139.0,,0,hadian_meo,20.0,1003.5,23.3,CLEAR_DAY,201.0,2.2,39.98694444,116.29055559999999
77,beibuxinqu_aq,102.0,,67.0,0.9,113.0,10.0,2018-03-31 09:00:00,9,31,3,5,,236.0,,0,beijing_grid_263,20.0,989.3404,24.0,CLOUDY,154.54,12.64,40.1,116.2
78,zhiwuyuan_aq,,,,,,,2018-03-31 09:00:00,9,31,3,5,,,,0,beijing_grid_262,19.0,995.8132,23.0,CLOUDY,160.25,11.92,40.0,116.2
79,fengtaihuayuan_aq,109.0,169.0,46.0,0.8,151.0,11.0,2018-03-31 09:00:00,9,31,3,5,166.0,162.0,,0,fengtai_meo,20.0,1002.8,23.5,CLEAR_DAY,179.0,2.0,39.87027778,116.2452778
80,yungang_aq,112.0,173.0,41.0,0.8,166.0,13.0,2018-03-31 09:00:00,9,31,3,5,177.0,171.0,,0,beijing_grid_239,21.0,991.2761,23.0,HAZE,178.96,11.87,39.8,116.1
81,gucheng_aq,245.0,,50.0,0.8,155.0,10.0,2018-03-31 09:00:00,9,31,3,5,193.0,193.0,,0,beijing_grid_261,20.0,995.0713,23.0,HAZE,172.01,11.49,39.9,116.2
82,fangshan_aq,104.0,188.0,45.0,0.6,167.0,14.0,2018-03-31 09:00:00,9,31,3,5,192.0,188.0,,0,,,,,,,,,
83,daxing_aq,103.0,192.0,54.0,0.8,134.0,15.0,2018-03-31 09:00:00,9,31,3,5,164.0,156.0,,0,beijing_grid_301,19.0,1005.7586,24.0,PARTLY_CLOUDY_DAY,192.3,11.73,39.7,116.4
84,yizhuang_aq,98.0,161.0,47.0,0.9,159.0,16.0,2018-03-31 09:00:00,9,31,3,5,150.0,148.0,,0,beijing_grid_323,19.0,1005.9564,23.0,PARTLY_CLOUDY_DAY,194.01,11.73,39.8,116.5
85,tongzhou_aq,107.0,180.0,38.0,0.8,158.0,16.0,2018-03-31 09:00:00,9,31,3,5,162.0,146.0,,0,beijing_grid_366,19.0,1007.0355,24.0,PARTLY_CLOUDY_DAY,191.88,10.16,39.9,116.7
86,shunyi_aq,99.0,164.0,63.0,1.0,135.0,16.0,2018-03-31 09:00:00,9,31,3,5,156.0,143.0,,0,shunyi_meo,21.0,1005.8,23.3,CLEAR_DAY,223.0,2.6,40.12666667,116.61527779999999
87,pingchang_aq,106.0,154.0,70.0,0.8,108.0,11.0,2018-03-31 09:00:00,9,31,3,5,147.0,133.0,,0,pingchang_meo,19.0,1000.1,23.1,CLEAR_DAY,155.0,2.8,40.22333333,116.21166670000001
88,mentougou_aq,106.0,174.0,62.0,0.8,143.0,11.0,2018-03-31 09:00:00,9,31,3,5,166.0,169.0,,0,beijing_grid_240,20.0,979.4723,24.0,HAZE,165.23,11.56,39.9,116.1
89,pinggu_aq,104.0,157.0,33.0,1.1,176.0,2.0,2018-03-31 09:00:00,9,31,3,5,182.0,,,0,pinggu_meo,24.0,1005.6,22.5,CLEAR_DAY,201.0,2.4,40.16944444,117.1177778
90,huairou_aq,97.0,163.0,59.0,0.9,121.0,14.0,2018-03-31 09:00:00,9,31,3,5,146.0,125.0,,0,huairou_meo,21.0,1000.4,22.6,CLEAR_DAY,251.0,2.3,40.35777778,116.62694440000001
91,miyun_aq,99.0,154.0,44.0,0.8,171.0,15.0,2018-03-31 09:00:00,9,31,3,5,150.0,125.0,,0,miyun_meo,21.0,1000.9,22.7,Hail,246.0,1.9,40.3775,116.86416670000001
92,yanqin_aq,68.0,234.0,36.0,0.6,116.0,7.0,2018-03-31 09:00:00,9,31,3,5,257.0,259.0,,0,yanqin_meo,,,,,,,,
93,dingling_aq,103.0,159.0,77.0,1.0,112.0,11.0,2018-03-31 09:00:00,9,31,3,5,145.0,142.0,,0,beijing_grid_265,20.0,970.4115,24.0,CLOUDY,155.73,12.72,40.3,116.2
94,badaling_aq,,,,,,,2018-03-31 09:00:00,9,31,3,5,,,,0,beijing_grid_224,17.0,939.6364,23.0,PARTLY_CLOUDY_DAY,193.81,10.96,40.4,116.0
95,miyunshuiku_aq,106.0,176.0,39.0,0.8,181.0,15.0,2018-03-31 09:00:00,9,31,3,5,151.0,133.0,,0,beijing_grid_414,26.0,975.4636,24.0,CLOUDY,178.22,13.09,40.5,116.9
96,donggaocun_aq,112.0,141.0,34.0,1.0,175.0,21.0,2018-03-31 09:00:00,9,31,3,5,159.0,150.0,,0,beijing_grid_452,25.0,990.8664,24.0,CLOUDY,177.81,8.94,40.1,117.1
97,yongledian_aq,122.0,193.0,50.0,1.4,185.0,21.0,2018-03-31 09:00:00,9,31,3,5,180.0,172.0,,0,beijing_grid_385,18.0,1007.9378,23.0,PARTLY_CLOUDY_DAY,185.31,10.77,39.7,116.8
98,yufa_aq,142.0,193.0,41.0,0.9,176.0,18.0,2018-03-31 09:00:00,9,31,3,5,204.0,183.0,,0,beijing_grid_278,19.0,1006.6892,24.0,CLOUDY,191.5,9.81,39.5,116.3
99,liulihe_aq,121.0,185.0,55.0,0.9,141.0,,2018-03-31 09:00:00,9,31,3,5,185.0,163.0,,0,beijing_grid_216,22.0,999.5212,23.0,CLOUDY,188.34,10.21,39.6,116.0
100,qianmen_aq,105.0,171.0,57.0,0.8,142.0,14.0,2018-03-31 09:00:00,9,31,3,5,159.0,153.0,,0,beijing_grid_303,19.0,1004.7221,23.0,PARTLY_CLOUDY_DAY,184.43,10.65,39.9,116.4
101,yongdingmennei_aq,104.0,161.0,60.0,0.8,152.0,19.0,2018-03-31 09:00:00,9,31,3,5,149.0,134.0,,0,beijing_grid_303,19.0,1004.7221,23.0,PARTLY_CLOUDY_DAY,184.43,10.65,39.9,116.4
102,xizhimenbei_aq,111.0,162.0,83.0,0.9,115.0,17.0,2018-03-31 09:00:00,9,31,3,5,156.0,147.0,,0,beijing_grid_304,19.0,1003.326,23.0,CLOUDY,174.29,10.09,40.0,116.4
103,nansanhuan_aq,97.0,148.0,105.0,1.0,94.0,14.0,2018-03-31 09:00:00,9,31,3,5,150.0,137.0,,0,beijing_grid_303,19.0,1004.7221,23.0,PARTLY_CLOUDY_DAY,184.43,10.65,39.9,116.4
104,dongsihuan_aq,97.0,135.0,65.0,0.9,134.0,13.0,2018-03-31 09:00:00,9,31,3,5,133.0,138.0,,0,chaoyang_meo,21.0,1005.1,23.3,CLEAR_DAY,233.0,3.5,39.9525,116.50083329999998
105,dongsi_aq,103.0,197.0,50.0,0.8,141.0,12.0,2018-03-31 10:00:00,10,31,3,5,173.0,171.0,172.0,0,beijing_grid_303,21.0,1004.7415,24.0,CLOUDY,193.56,10.9,39.9,116.4
106,tiantan_aq,99.0,154.0,49.0,0.9,127.0,12.0,2018-03-31 10:00:00,10,31,3,5,145.0,140.0,123.0,0,beijing_grid_303,21.0,1004.7415,24.0,CLOUDY,193.56,10.9,39.9,116.4
107,guanyuan_aq,111.0,171.0,55.0,0.8,147.0,12.0,2018-03-31 10:00:00,10,31,3,5,158.0,153.0,139.0,0,beijing_grid_282,21.0,1002.3775,24.0,CLOUDY,184.52,10.79,39.9,116.3
108,wanshouxigong_aq,113.0,202.0,57.0,1.0,125.0,12.0,2018-03-31 10:00:00,10,31,3,5,190.0,219.0,172.0,0,beijing_grid_303,21.0,1004.7415,24.0,CLOUDY,193.56,10.9,39.9,116.4
109,aotizhongxin_aq,127.0,198.0,64.0,0.8,123.0,12.0,2018-03-31 10:00:00,10,31,3,5,181.0,161.0,166.0,0,beijing_grid_304,21.0,1003.1929,24.0,CLOUDY,180.21,9.65,40.0,116.4
110,nongzhanguan_aq,108.0,196.0,58.0,0.8,144.0,13.0,2018-03-31 10:00:00,10,31,3,5,162.0,167.0,150.0,0,chaoyang_meo,22.0,1005.3,22.7,Hail,219.0,2.2,39.9525,116.50083329999998
111,wanliu_aq,102.0,163.0,64.0,1.0,138.0,13.0,2018-03-31 10:00:00,10,31,3,5,166.0,158.0,139.0,0,hadian_meo,23.0,1003.3,22.2,CLEAR_DAY,191.0,1.9,39.98694444,116.29055559999999
112,beibuxinqu_aq,115.0,,78.0,0.9,107.0,9.0,2018-03-31 10:00:00,10,31,3,5,,,236.0,0,beijing_grid_263,21.0,993.8474,24.0,CLOUDY,157.38,10.82,40.1,116.2
113,zhiwuyuan_aq,,,,,,,2018-03-31 10:00:00,10,31,3,5,,,,0,beijing_grid_262,21.0,995.6909,24.0,CLOUDY,166.08,10.86,40.0,116.2
114,fengtaihuayuan_aq,123.0,193.0,59.0,0.9,139.0,12.0,2018-03-31 10:00:00,10,31,3,5,169.0,166.0,162.0,0,fengtai_meo,23.0,1002.8,22.5,CLEAR_DAY,227.0,2.8,39.87027778,116.2452778
115,yungang_aq,116.0,181.0,47.0,0.8,161.0,14.0,2018-03-31 10:00:00,10,31,3,5,173.0,177.0,171.0,0,beijing_grid_239,23.0,995.5941,24.0,CLOUDY,195.75,12.25,39.8,116.1
116,gucheng_aq,139.0,201.0,49.0,0.8,159.0,10.0,2018-03-31 10:00:00,10,31,3,5,,193.0,193.0,0,beijing_grid_261,22.0,994.9552,24.0,HAZE,182.78,11.17,39.9,116.2
117,fangshan_aq,117.0,206.0,61.0,0.8,151.0,14.0,2018-03-31 10:00:00,10,31,3,5,188.0,192.0,188.0,0,,,,,,,,,
118,daxing_aq,121.0,199.0,52.0,0.9,142.0,17.0,2018-03-31 10:00:00,10,31,3,5,192.0,164.0,156.0,0,beijing_grid_301,22.0,1005.5507,22.0,CLOUDY,204.87,13.52,39.7,116.4
119,yizhuang_aq,108.0,200.0,60.0,0.9,149.0,18.0,2018-03-31 10:00:00,10,31,3,5,161.0,150.0,148.0,0,beijing_grid_323,21.0,1005.8222,24.0,CLOUDY,204.46,13.31,39.8,116.5
120,tongzhou_aq,119.0,203.0,46.0,0.9,157.0,16.0,2018-03-31 10:00:00,10,31,3,5,180.0,162.0,146.0,0,beijing_grid_366,21.0,1007.054,24.0,CLOUDY,201.79,10.05,39.9,116.7
121,shunyi_aq,101.0,170.0,59.0,1.1,147.0,15.0,2018-03-31 10:00:00,10,31,3,5,164.0,156.0,143.0,0,shunyi_meo,22.0,1006.0,22.7,CLEAR_DAY,252.0,0.3,40.12666667,116.61527779999999
