id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
2037747,fangshan_meo,2018-04-01 07:00:00,Hail,27.0,1000.4,17.0,5.1,208.0
2037748,xiayunling_meo,2018-04-01 07:00:00,Sunny/clear,24.7,959.5,18.0,2.8,190.0
2039264,shunyi_meo,2018-04-01 08:00:00,Hail,27.4,1001.9,22.0,3.1,209.0
2039265,hadian_meo,2018-04-01 08:00:00,Hail,26.4,999.5,22.0,2.7,201.0
2039266,yanqing_meo,2018-04-01 08:00:00,Hail,22.5,949.1,26.0,2.8,151.0
2039267,miyun_meo,2018-04-01 08:00:00,Hail,24.7,997.4,30.0,2.2,170.0
2039268,huairou_meo,2018-04-01 08:00:00,Hail,24.8,996.7,30.0,0.9,66.0
2039269,shangdianzi_meo,2018-04-01 08:00:00,Hail,21.8,972.3,35.0,6.5,251.0
2039270,pinggu_meo,2018-04-01 08:00:00,Hail,25.1,1002.2,33.0,1.7,157.0
2039271,tongzhou_meo,2018-04-01 08:00:00,Hail,27.8,1003.0,24.0,3.0,198.0
2039272,chaoyang_meo,2018-04-01 08:00:00,Hail,27.2,1001.1,21.0,3.1,207.0
2039273,pingchang_meo,2018-04-01 08:00:00,Hail,25.0,996.2,28.0,2.4,85.0
2039274,zhaitang_meo,2018-04-01 08:00:00,Sunny/clear,26.1,954.1,12.0,3.5,164.0
2039275,mentougou_meo,2018-04-01 08:00:00,Hail,26.1,995.3,19.0,5.0,276.0
2039276,beijing_meo,2018-04-01 08:00:00,Hail,27.8,1001.5,19.0,4.2,233.0
2039277,shijingshan_meo,2018-04-01 08:00:00,Hail,26.4,997.6,17.0,3.8,191.0
2039278,fengtai_meo,2018-04-01 08:00:00,Hail,27.0,998.7,21.0,3.1,205.0
2039279,daxing_meo,2018-04-01 08:00:00,Hail,27.0,1000.7,23.0,4.1,171.0
2039280,fangshan_meo,2018-04-01 08:00:00,Hail,26.7,999.5,15.0,4.5,211.0
2039281,xiayunling_meo,2018-04-01 08:00:00,Sunny/clear,24.2,958.9,19.0,3.1,177.0
2040797,shunyi_meo,2018-04-01 09:00:00,Hail,26.7,1001.8,21.0,2.5,201.0
2040798,hadian_meo,2018-04-01 09:00:00,Sunny/clear,26.0,999.3,21.0,2.6,199.0
2040799,yanqing_meo,2018-04-01 09:00:00,Hail,22.1,949.5,27.0,2.8,90.0
2040800,miyun_meo,2018-04-01 09:00:00,Hail,24.4,997.1,32.0,1.3,149.0
2040801,huairou_meo,2018-04-01 09:00:00,Hail,24.0,996.5,32.0,1.4,53.0
2040802,shangdianzi_meo,2018-04-01 09:00:00,Hail,21.6,971.7,35.0,3.9,245.0
2040803,pinggu_meo,2018-04-01 09:00:00,Hail,24.7,1002.1,37.0,2.1,127.0
2040804,tongzhou_meo,2018-04-01 09:00:00,Hail,26.9,1002.6,27.0,3.6,180.0
2040805,chaoyang_meo,2018-04-01 09:00:00,Hail,26.6,1001.0,21.0,3.6,198.0
2040806,pingchang_meo,2018-04-01 09:00:00,Hail,25.6,996.1,20.0,2.2,161.0
2040807,zhaitang_meo,2018-04-01 09:00:00,Sunny/clear,25.1,954.3,14.0,3.8,173.0
2040808,mentougou_meo,2018-04-01 09:00:00,Sunny/clear,26.1,995.3,19.0,1.9,98.0
2040809,beijing_meo,2018-04-01 09:00:00,Hail,27.1,1001.2,24.0,3.4,208.0
2040810,shijingshan_meo,2018-04-01 09:00:00,Hail,26.1,997.6,19.0,3.1,222.0
2040811,fengtai_meo,2018-04-01 09:00:00,Sunny/clear,26.9,998.8,20.0,1.5,344.0
2040812,daxing_meo,2018-04-01 09:00:00,Hail,27.0,1000.3,24.0,4.0,198.0
2040813,fangshan_meo,2018-04-01 09:00:00,Sunny/clear,26.3,999.3,15.0,3.3,221.0
2040814,xiayunling_meo,2018-04-01 09:00:00,Sunny/clear,23.7,958.8,22.0,3.5,185.0
2042330,shunyi_meo,2018-04-01 10:00:00,Hail,24.6,1001.7,39.0,1.4,126.0
2042331,hadian_meo,2018-04-01 10:00:00,Sunny/clear,24.6,999.2,23.0,1.3,184.0
2042332,yanqing_meo,2018-04-01 10:00:00,Hail,21.0,949.6,29.0,1.6,78.0
2042333,miyun_meo,2018-04-01 10:00:00,Hail,22.8,996.9,38.0,0.9,145.0
2042334,huairou_meo,2018-04-01 10:00:00,Hail,23.0,996.5,35.0,1.1,87.0
2042335,shangdianzi_meo,2018-04-01 10:00:00,Hail,21.2,971.7,37.0,3.5,264.0
2042336,pinggu_meo,2018-04-01 10:00:00,Hail,23.7,1001.8,40.0,1.7,95.0
2042337,tongzhou_meo,2018-04-01 10:00:00,Hail,25.8,1002.8,29.0,2.6,192.0
2042338,chaoyang_meo,2018-04-01 10:00:00,Hail,25.6,1000.9,25.0,1.8,202.0
2042339,pingchang_meo,2018-04-01 10:00:00,Hail,24.9,996.0,21.0,0.8,115.0
2042340,zhaitang_meo,2018-04-01 10:00:00,Sunny/clear,24.0,954.6,16.0,2.8,202.0
2042341,mentougou_meo,2018-04-01 10:00:00,Sunny/clear,24.9,995.1,21.0,2.4,84.0
2042342,beijing_meo,2018-04-01 10:00:00,Hail,25.6,1001.4,25.0,2.2,227.0
2042343,shijingshan_meo,2018-04-01 10:00:00,Hail,25.1,997.3,20.0,2.7,206.0
2042344,fengtai_meo,2018-04-01 10:00:00,Sunny/clear,25.4,998.5,21.0,1.3,206.0
2042345,daxing_meo,2018-04-01 10:00:00,Sunny/clear,25.4,1000.7,23.0,1.6,247.0
2042346,fangshan_meo,2018-04-01 10:00:00,Sunny/clear,24.4,999.4,20.0,3.3,204.0
2042347,xiayunling_meo,2018-04-01 10:00:00,Sunny/clear,23.0,958.9,23.0,2.1,201.0
2043863,shunyi_meo,2018-04-01 11:00:00,Hail,23.0,1002.1,45.0,1.1,150.0
2043864,hadian_meo,2018-04-01 11:00:00,Sunny/clear,23.0,999.7,28.0,1.1,185.0
2043865,yanqing_meo,2018-04-01 11:00:00,Hail,19.8,949.7,29.0,1.8,112.0
2043866,miyun_meo,2018-04-01 11:00:00,Hail,20.1,997.1,49.0,1.3,222.0
2043867,huairou_meo,2018-04-01 11:00:00,Hail,20.3,996.7,44.0,1.6,318.0
2043868,shangdianzi_meo,2018-04-01 11:00:00,Hail,21.1,971.7,42.0,3.6,269.0
2043869,pinggu_meo,2018-04-01 11:00:00,Hail,21.9,1002.2,43.0,2.9,80.0
2043870,tongzhou_meo,2018-04-01 11:00:00,Hail,23.5,1003.2,36.0,1.8,180.0
2043871,chaoyang_meo,2018-04-01 11:00:00,Hail,24.8,1001.4,25.0,2.9,209.0
2043872,pingchang_meo,2018-04-01 11:00:00,Hail,22.9,996.2,26.0,1.6,102.0
2043873,zhaitang_meo,2018-04-01 11:00:00,Hail,22.3,955.1,20.0,3.7,218.0
2043874,mentougou_meo,2018-04-01 11:00:00,Hail,23.2,995.5,26.0,1.1,99.0
2043875,beijing_meo,2018-04-01 11:00:00,Hail,23.8,1001.8,27.0,2.1,226.0
2043876,shijingshan_meo,2018-04-01 11:00:00,Hail,24.1,997.7,25.0,2.0,197.0
2043877,fengtai_meo,2018-04-01 11:00:00,Sunny/clear,23.8,998.9,30.0,0.5,219.0
2043878,daxing_meo,2018-04-01 11:00:00,Hail,23.3,1001.0,33.0,1.2,171.0
2043879,fangshan_meo,2018-04-01 11:00:00,Hail,23.2,999.7,29.0,2.2,210.0
2043880,xiayunling_meo,2018-04-01 11:00:00,Sunny/clear,20.9,959.3,27.0,1.1,169.0
2045396,shunyi_meo,2018-04-01 12:00:00,Hail,20.7,1002.5,51.0,1.0,158.0
2045397,hadian_meo,2018-04-01 12:00:00,Sunny/clear,22.9,1000.0,36.0,1.4,196.0
2045398,yanqing_meo,2018-04-01 12:00:00,Hail,17.4,950.4,38.0,0.4,29.0
2045399,miyun_meo,2018-04-01 12:00:00,Hail,19.2,997.6,55.0,0.8,201.0
2045400,huairou_meo,2018-04-01 12:00:00,Hail,18.6,997.2,50.0,2.8,311.0
2045401,shangdianzi_meo,2018-04-01 12:00:00,Hail,18.2,972.3,48.0,1.4,213.0
2045402,pinggu_meo,2018-04-01 12:00:00,Hail,21.0,1002.5,46.0,3.4,78.0
2045403,tongzhou_meo,2018-04-01 12:00:00,Hail,21.1,1003.5,43.0,2.0,174.0
2045404,chaoyang_meo,2018-04-01 12:00:00,Hail,23.7,1001.6,32.0,1.1,190.0
2045405,pingchang_meo,2018-04-01 12:00:00,Hail,21.8,996.7,37.0,1.4,93.0
2045406,zhaitang_meo,2018-04-01 12:00:00,Hail,21.1,955.7,21.0,2.2,248.0
2045407,mentougou_meo,2018-04-01 12:00:00,Hail,21.8,995.9,34.0,2.2,263.0
2045408,beijing_meo,2018-04-01 12:00:00,Hail,23.1,1001.9,36.0,2.7,194.0
2045409,shijingshan_meo,2018-04-01 12:00:00,Hail,23.2,998.1,32.0,3.3,210.0
2045410,fengtai_meo,2018-04-01 12:00:00,Hail,22.9,999.3,37.0,1.0,218.0
2045411,daxing_meo,2018-04-01 12:00:00,Hail,21.2,1001.3,42.0,1.5,143.0
2045412,fangshan_meo,2018-04-01 12:00:00,Hail,20.6,1000.0,36.0,1.2,208.0
2045413,xiayunling_meo,2018-04-01 12:00:00,Sunny/clear,17.8,959.8,34.0,1.2,217.0
2046929,shunyi_meo,2018-04-01 13:00:00,Hail,19.1,1002.9,58.0,1.1,87.0
2046930,hadian_meo,2018-04-01 13:00:00,Hail,20.3,1000.3,43.0,1.6,190.0
2046931,yanqing_meo,2018-04-01 13:00:00,Hail,15.6,950.5,44.0,0.6,8.0
2046932,miyun_meo,2018-04-01 13:00:00,Hail,16.1,998.2,61.0,0.5,124.0
2046933,huairou_meo,2018-04-01 13:00:00,Hail,17.8,997.6,55.0,1.2,308.0
2046934,shangdianzi_meo,2018-04-01 13:00:00,Hail,19.2,972.7,50.0,3.0,237.0
2046935,pinggu_meo,2018-04-01 13:00:00,Hail,20.5,1003.3,51.0,2.4,96.0
2046936,tongzhou_meo,2018-04-01 13:00:00,Hail,17.6,1004.0,57.0,1.0,101.0
2046937,chaoyang_meo,2018-04-01 13:00:00,Hail,21.1,1002.1,39.0,0.9,148.0
2046938,pingchang_meo,2018-04-01 13:00:00,Hail,19.5,997.1,40.0,0.8,54.0
2046939,zhaitang_meo,2018-04-01 13:00:00,Hail,18.6,955.9,26.0,3.0,233.0
2046940,mentougou_meo,2018-04-01 13:00:00,Hail,20.5,996.2,36.0,1.4,282.0
2046941,beijing_meo,2018-04-01 13:00:00,Hail,21.3,1002.5,42.0,2.1,209.0
2046942,shijingshan_meo,2018-04-01 13:00:00,Hail,22.0,998.5,33.0,1.4,260.0
2046943,fengtai_meo,2018-04-01 13:00:00,Hail,21.1,999.6,43.0,0.9,196.0
2046944,daxing_meo,2018-04-01 13:00:00,Hail,18.4,1001.8,50.0,1.2,160.0
2046945,fangshan_meo,2018-04-01 13:00:00,Hail,20.4,1000.5,35.0,2.0,230.0
2046946,xiayunling_meo,2018-04-01 13:00:00,Sunny/clear,16.8,960.3,35.0,1.0,168.0
2048462,shunyi_meo,2018-04-01 14:00:00,Hail,19.6,1002.9,60.0,1.6,156.0
2048463,hadian_meo,2018-04-01 14:00:00,Hail,17.8,1000.3,52.0,0.2,999017.0
2048464,yanqing_meo,2018-04-01 14:00:00,Hail,15.4,950.4,38.0,1.1,79.0
2048465,miyun_meo,2018-04-01 14:00:00,Hail,14.5,997.9,69.0,0.6,296.0
2048466,huairou_meo,2018-04-01 14:00:00,Hail,17.2,997.6,61.0,2.2,308.0
2048467,shangdianzi_meo,2018-04-01 14:00:00,Hail,18.2,972.5,53.0,2.2,224.0
2048468,pinggu_meo,2018-04-01 14:00:00,Hail,19.8,1003.1,57.0,4.1,83.0
2048469,tongzhou_meo,2018-04-01 14:00:00,Sunny/clear,999999.0,999999.0,999999.0,999999.0,999999.0
2048470,chaoyang_meo,2018-04-01 14:00:00,Hail,19.3,1002.1,45.0,1.2,127.0
2048471,pingchang_meo,2018-04-01 14:00:00,Hail,18.7,997.1,39.0,1.1,98.0
2048472,zhaitang_meo,2018-04-01 14:00:00,Hail,18.7,955.8,25.0,4.2,230.0
2048473,mentougou_meo,2018-04-01 14:00:00,Hail,19.4,996.1,38.0,2.2,278.0
2048474,beijing_meo,2018-04-01 14:00:00,Hail,20.4,1002.4,40.0,2.4,213.0
2048475,shijingshan_meo,2018-04-01 14:00:00,Hail,19.1,998.4,38.0,0.6,214.0
2048476,fengtai_meo,2018-04-01 14:00:00,Hail,19.2,999.5,48.0,1.1,190.0
2048477,daxing_meo,2018-04-01 14:00:00,Hail,17.2,1001.7,53.0,1.3,176.0
2048478,fangshan_meo,2018-04-01 14:00:00,Hail,19.3,1000.2,37.0,2.3,213.0
2048479,xiayunling_meo,2018-04-01 14:00:00,Sunny/clear,16.4,960.1,35.0,2.1,200.0
2049995,shunyi_meo,2018-04-01 15:00:00,Hail,18.4,1002.8,68.0,2.6,144.0
2049996,hadian_meo,2018-04-01 15:00:00,Hail,15.6,1000.2,67.0,0.0,999017.0
2049997,yanqing_meo,2018-04-01 15:00:00,Hail,14.3,950.1,42.0,1.4,95.0
2049998,miyun_meo,2018-04-01 15:00:00,Hail,13.9,997.9,73.0,1.1,261.0
2049999,huairou_meo,2018-04-01 15:00:00,Hail,16.8,997.5,67.0,2.3,315.0
2050000,shangdianzi_meo,2018-04-01 15:00:00,Hail,17.1,972.3,60.0,2.8,247.0
2050001,pinggu_meo,2018-04-01 15:00:00,Hail,18.8,1003.1,64.0,4.4,93.0
2050002,tongzhou_meo,2018-04-01 15:00:00,Hail,16.7,1004.2,75.0,2.2,83.0
2050003,chaoyang_meo,2018-04-01 15:00:00,Hail,20.2,1001.9,41.0,1.6,118.0
2050004,pingchang_meo,2018-04-01 15:00:00,Hail,17.4,997.0,44.0,0.6,90.0
2050005,zhaitang_meo,2018-04-01 15:00:00,Hail,16.6,955.6,28.0,1.2,181.0
2050006,mentougou_meo,2018-04-01 15:00:00,Hail,17.8,995.8,45.0,0.2,999017.0
2050007,beijing_meo,2018-04-01 15:00:00,Hail,19.9,1002.3,37.0,1.4,143.0
2050008,shijingshan_meo,2018-04-01 15:00:00,Hail,17.1,998.2,45.0,0.7,350.0
2050009,fengtai_meo,2018-04-01 15:00:00,Hail,18.9,999.3,46.0,0.9,204.0
2050010,daxing_meo,2018-04-01 15:00:00,Hail,16.1,1001.6,53.0,1.1,127.0
2050011,fangshan_meo,2018-04-01 15:00:00,Hail,18.5,1000.1,37.0,2.2,210.0
2050012,xiayunling_meo,2018-04-01 15:00:00,Sunny/clear,15.9,959.7,35.0,2.4,211.0
2050666,shunyi_meo,2018-04-01 16:00:00,Hail,17.5,1002.7,70.0,3.1,142.0
2050667,hadian_meo,2018-04-01 16:00:00,Hail,14.4,1000.1,70.0,0.6,46.0
2050668,yanqing_meo,2018-04-01 16:00:00,Hail,13.4,950.0,49.0,0.7,58.0
2050669,miyun_meo,2018-04-01 16:00:00,Hail,13.8,997.6,76.0,1.2,306.0
2050670,huairou_meo,2018-04-01 16:00:00,Hail,16.5,997.4,68.0,1.7,311.0
2050671,shangdianzi_meo,2018-04-01 16:00:00,Hail,16.1,972.1,62.0,4.0,250.0
2050672,pinggu_meo,2018-04-01 16:00:00,Hail,18.3,1002.6,66.0,4.8,88.0
