id,station_id,time,weather,temperature,pressure,humidity,wind_speed,wind_direction
2002507,fangshan,2018-03-31 08:00:00,Sunny/clear,23.2,1004.1,14.0,3.5,222.0
2002508,xiayunling_meo,2018-03-31 08:00:00,Sunny/clear,22.4,962.4,22.0,4.2,192.0
2004024,shunyi_meo,2018-03-31 09:00:00,Sunny/clear,23.3,1005.8,21.0,2.6,223.0
2004025,hadian_meo,2018-03-31 09:00:00,Sunny/clear,23.3,1003.5,20.0,2.2,201.0
2004026,yanqing_meo,2018-03-31 09:00:00,Sunny/clear,23.1,951.9,16.0,2.9,170.0
2004027,miyun_meo,2018-03-31 09:00:00,Hail,22.7,1000.9,21.0,1.9,246.0
2004028,huairou_meo,2018-03-31 09:00:00,Sunny/clear,22.6,1000.4,21.0,2.3,251.0
2004029,shangdianzi_meo,2018-03-31 09:00:00,Sunny/clear,20.7,974.8,22.0,6.7,218.0
2004030,pinggu_meo,2018-03-31 09:00:00,Sunny/clear,22.5,1005.6,24.0,2.4,201.0
2004031,tongzhou_meo,2018-03-31 09:00:00,Hail,23.5,1006.7,22.0,3.9,161.0
2004032,chaoyang_meo,2018-03-31 09:00:00,Sunny/clear,23.3,1005.1,21.0,3.5,233.0
2004033,pingchang_meo,2018-03-31 09:00:00,Sunny/clear,23.1,1000.1,19.0,2.8,155.0
2004034,zhaitang_meo,2018-03-31 09:00:00,Sunny/clear,23.1,957.7,18.0,3.4,42.0
2004035,mentougou_meo,2018-03-31 09:00:00,Sunny/clear,22.8,999.2,19.0,2.9,267.0
2004036,beijing_meo,2018-03-31 09:00:00,Hail,23.7,1005.4,21.0,2.5,224.0
2004037,shijingshan_meo,2018-03-31 09:00:00,Hail,22.9,1001.6,19.0,3.3,207.0
2004038,fengtai_meo,2018-03-31 09:00:00,Sunny/clear,23.5,1002.8,20.0,2.0,179.0
2004039,daxing_meo,2018-03-31 09:00:00,Hail,23.3,1004.8,22.0,3.0,224.0
2004040,fangshan_meo,2018-03-31 09:00:00,Sunny/clear,22.6,1003.6,16.0,3.3,208.0
2004041,xiayunling_meo,2018-03-31 09:00:00,Sunny/clear,21.6,962.0,22.0,1.4,249.0
2005557,shunyi_meo,2018-03-31 10:00:00,Sunny/clear,22.7,1006.0,22.0,0.3,252.0
2005558,hadian_meo,2018-03-31 10:00:00,Sunny/clear,22.2,1003.3,23.0,1.9,191.0
2005559,yanqing_meo,2018-03-31 10:00:00,Sunny/clear,20.2,952.7,21.0,4.2,48.0
2005560,miyun_meo,2018-03-31 10:00:00,Hail,22.0,1001.0,22.0,0.9,221.0
2005561,huairou_meo,2018-03-31 10:00:00,Sunny/clear,21.7,1000.5,22.0,0.2,999017.0
2005562,shangdianzi_meo,2018-03-31 10:00:00,Sunny/clear,19.7,975.2,24.0,4.9,231.0
2005563,pinggu_meo,2018-03-31 10:00:00,Sunny/clear,21.8,1006.1,27.0,1.5,181.0
2005564,tongzhou_meo,2018-03-31 10:00:00,Hail,22.6,1006.9,26.0,2.6,174.0
2005565,chaoyang_meo,2018-03-31 10:00:00,Hail,22.7,1005.3,22.0,2.2,219.0
2005566,pingchang_meo,2018-03-31 10:00:00,Sunny/clear,22.4,1000.1,21.0,1.7,105.0
2005567,zhaitang_meo,2018-03-31 10:00:00,Sunny/clear,21.1,958.2,20.0,3.6,80.0
2005568,mentougou_meo,2018-03-31 10:00:00,Sunny/clear,21.9,999.4,21.0,2.3,270.0
2005569,beijing_meo,2018-03-31 10:00:00,Hail,22.5,1005.5,24.0,3.1,229.0
2005570,shijingshan_meo,2018-03-31 10:00:00,Hail,22.2,1001.6,20.0,2.3,215.0
2005571,fengtai_meo,2018-03-31 10:00:00,Sunny/clear,22.5,1002.8,23.0,2.8,227.0
2005572,daxing_meo,2018-03-31 10:00:00,Hail,22.1,1005.0,25.0,2.6,246.0
2005573,fangshan_meo,2018-03-31 10:00:00,Sunny/clear,21.5,1003.7,19.0,2.6,197.0
2005574,xiayunling_meo,2018-03-31 10:00:00,Sunny/clear,20.4,962.4,23.0,1.3,193.0
2007090,shunyi_meo,2018-03-31 11:00:00,Sunny/clear,20.5,1006.8,26.0,1.3,11.0
2007091,hadian_meo,2018-03-31 11:00:00,Sunny/clear,20.1,1004.3,29.0,1.1,202.0
2007092,yanqing_meo,2018-03-31 11:00:00,Sunny/clear,18.4,953.5,23.0,2.9,149.0
2007093,miyun_meo,2018-03-31 11:00:00,Hail,19.1,1001.8,27.0,1.3,157.0
2007094,huairou_meo,2018-03-31 11:00:00,Hail,18.8,1001.2,30.0,1.7,317.0
2007095,shangdianzi_meo,2018-03-31 11:00:00,Sunny/clear,19.1,976.1,26.0,3.9,258.0
2007096,pinggu_meo,2018-03-31 11:00:00,Hail,20.1,1006.3,31.0,0.6,131.0
2007097,tongzhou_meo,2018-03-31 11:00:00,Hail,19.7,1007.3,35.0,0.7,211.0
2007098,chaoyang_meo,2018-03-31 11:00:00,Hail,21.7,1005.9,25.0,2.1,234.0
2007099,pingchang_meo,2018-03-31 11:00:00,Sunny/clear,20.7,1001.2,23.0,1.0,0.0
2007100,zhaitang_meo,2018-03-31 11:00:00,Sunny/clear,19.1,959.0,23.0,1.1,193.0
2007101,mentougou_meo,2018-03-31 11:00:00,Sunny/clear,20.5,999.7,24.0,1.7,96.0
2007102,beijing_meo,2018-03-31 11:00:00,Hail,21.1,1006.0,28.0,1.1,277.0
2007103,shijingshan_meo,2018-03-31 11:00:00,Hail,21.0,1002.3,22.0,0.4,316.0
2007104,fengtai_meo,2018-03-31 11:00:00,Sunny/clear,21.3,1003.2,25.0,0.9,271.0
2007105,daxing_meo,2018-03-31 11:00:00,Hail,20.6,1005.1,28.0,1.2,232.0
2007106,fangshan_meo,2018-03-31 11:00:00,Hail,19.8,1003.8,23.0,2.5,203.0
2007107,xiayunling_meo,2018-03-31 11:00:00,Sunny/clear,17.6,962.8,30.0,1.0,160.0
2008623,shunyi_meo,2018-03-31 12:00:00,Sunny/clear,18.4,1007.2,32.0,0.7,184.0
2008624,hadian_meo,2018-03-31 12:00:00,Sunny/clear,16.9,1005.2,39.0,0.0,999017.0
2008625,yanqing_meo,2018-03-31 12:00:00,Sunny/clear,16.2,954.6,28.0,0.9,45.0
2008626,miyun_meo,2018-03-31 12:00:00,Hail,17.5,1002.4,31.0,1.1,84.0
2008627,huairou_meo,2018-03-31 12:00:00,Hail,16.8,1002.0,34.0,1.4,354.0
2008628,shangdianzi_meo,2018-03-31 12:00:00,Sunny/clear,17.2,977.2,28.0,0.7,38.0
2008629,pinggu_meo,2018-03-31 12:00:00,Hail,17.5,1007.2,36.0,1.3,84.0
2008630,tongzhou_meo,2018-03-31 12:00:00,Hail,16.9,1008.6,47.0,0.7,51.0
2008631,chaoyang_meo,2018-03-31 12:00:00,Hail,18.8,1006.8,32.0,0.0,999017.0
2008632,pingchang_meo,2018-03-31 12:00:00,Sunny/clear,18.9,1001.9,26.0,0.9,15.0
2008633,zhaitang_meo,2018-03-31 12:00:00,Sunny/clear,16.4,960.1,28.0,0.8,209.0
2008634,mentougou_meo,2018-03-31 12:00:00,Hail,18.4,1000.7,31.0,0.9,94.0
2008635,beijing_meo,2018-03-31 12:00:00,Hail,19.5,1007.1,31.0,0.9,81.0
2008636,shijingshan_meo,2018-03-31 12:00:00,Hail,18.1,1003.2,29.0,0.9,3.0
2008637,fengtai_meo,2018-03-31 12:00:00,Sunny/clear,18.0,1004.2,36.0,0.1,999017.0
2008638,daxing_meo,2018-03-31 12:00:00,Hail,19.0,1006.3,33.0,1.5,238.0
2008639,fangshan_meo,2018-03-31 12:00:00,Hail,17.5,1004.9,28.0,1.6,189.0
2008640,xiayunling_meo,2018-03-31 12:00:00,Sunny/clear,16.0,963.6,33.0,1.6,218.0
2010156,shunyi_meo,2018-03-31 13:00:00,Sunny/clear,16.7,1008.5,37.0,1.0,14.0
2010157,hadian_meo,2018-03-31 13:00:00,Sunny/clear,14.9,1005.9,48.0,0.4,140.0
2010158,yanqing_meo,2018-03-31 13:00:00,Sunny/clear,15.3,955.5,29.0,1.2,94.0
2010159,miyun_meo,2018-03-31 13:00:00,Hail,14.7,1003.2,37.0,0.6,49.0
2010160,huairou_meo,2018-03-31 13:00:00,Sunny/clear,15.2,1002.8,40.0,0.9,321.0
2010161,shangdianzi_meo,2018-03-31 13:00:00,Sunny/clear,14.9,977.7,33.0,0.8,66.0
2010162,pinggu_meo,2018-03-31 13:00:00,Hail,16.0,1008.2,39.0,1.3,44.0
2010163,tongzhou_meo,2018-03-31 13:00:00,Hail,16.0,1008.9,48.0,2.0,118.0
2010164,chaoyang_meo,2018-03-31 13:00:00,Hail,17.0,1007.5,36.0,0.6,330.0
2010165,pingchang_meo,2018-03-31 13:00:00,Sunny/clear,17.1,1002.7,29.0,0.8,34.0
2010166,zhaitang_meo,2018-03-31 13:00:00,Sunny/clear,14.5,961.0,32.0,0.7,219.0
2010167,mentougou_meo,2018-03-31 13:00:00,Hail,16.7,1001.6,36.0,0.5,305.0
2010168,beijing_meo,2018-03-31 13:00:00,Hail,17.7,1007.7,38.0,1.1,222.0
2010169,shijingshan_meo,2018-03-31 13:00:00,Hail,16.0,1004.0,34.0,0.0,999017.0
2010170,fengtai_meo,2018-03-31 13:00:00,Sunny/clear,15.7,1005.1,48.0,0.5,307.0
2010171,daxing_meo,2018-03-31 13:00:00,Hail,16.7,1007.0,39.0,0.7,349.0
2010172,fangshan_meo,2018-03-31 13:00:00,Hail,15.5,1005.8,34.0,0.6,210.0
2010173,xiayunling_meo,2018-03-31 13:00:00,Sunny/clear,14.0,964.4,39.0,1.0,300.0
2011689,shunyi_meo,2018-03-31 14:00:00,Sunny/clear,15.2,1008.4,45.0,0.8,17.0
2011690,hadian_meo,2018-03-31 14:00:00,Sunny/clear,13.5,1006.1,53.0,0.0,999017.0
2011691,yanqing_meo,2018-03-31 14:00:00,Sunny/clear,14.2,955.8,33.0,2.1,285.0
2011692,miyun_meo,2018-03-31 14:00:00,Hail,13.1,1003.5,43.0,0.4,73.0
2011693,huairou_meo,2018-03-31 14:00:00,Hail,14.0,1003.1,41.0,3.3,313.0
2011694,shangdianzi_meo,2018-03-31 14:00:00,Sunny/clear,13.8,978.0,36.0,0.7,95.0
2011695,pinggu_meo,2018-03-31 14:00:00,Hail,15.0,1008.1,40.0,1.4,60.0
2011696,tongzhou_meo,2018-03-31 14:00:00,Hail,15.3,1009.3,52.0,1.7,134.0
2011697,chaoyang_meo,2018-03-31 14:00:00,Hail,15.0,1007.6,45.0,0.0,999017.0
2011698,pingchang_meo,2018-03-31 14:00:00,Sunny/clear,16.1,1003.1,31.0,2.1,351.0
2011699,zhaitang_meo,2018-03-31 14:00:00,Sunny/clear,12.5,961.5,36.0,1.1,226.0
2011700,mentougou_meo,2018-03-31 14:00:00,Hail,14.9,1001.9,41.0,1.1,281.0
2011701,beijing_meo,2018-03-31 14:00:00,Hail,16.2,1008.0,42.0,0.2,999017.0
2011702,shijingshan_meo,2018-03-31 14:00:00,Hail,14.2,1004.3,39.0,0.7,288.0
2011703,fengtai_meo,2018-03-31 14:00:00,Sunny/clear,14.4,1005.4,49.0,0.8,282.0
2011704,daxing_meo,2018-03-31 14:00:00,Hail,14.9,1007.3,44.0,0.4,329.0
2011705,fangshan_meo,2018-03-31 14:00:00,Hail,13.1,1006.2,47.0,1.5,26.0
2011706,xiayunling_meo,2018-03-31 14:00:00,Sunny/clear,12.7,965.0,44.0,1.5,174.0
2013222,shunyi_meo,2018-03-31 15:00:00,Sunny/clear,14.0,1008.5,45.0,0.0,999017.0
2013223,hadian_meo,2018-03-31 15:00:00,Sunny/clear,12.3,1006.4,54.0,0.1,999017.0
2013224,yanqing_meo,2018-03-31 15:00:00,Hail,12.2,955.8,41.0,0.6,258.0
2013225,miyun_meo,2018-03-31 15:00:00,Hail,11.4,1003.6,48.0,0.6,75.0
2013226,huairou_meo,2018-03-31 15:00:00,Hail,13.2,1003.0,47.0,2.3,309.0
2013227,shangdianzi_meo,2018-03-31 15:00:00,Hail,12.3,978.0,40.0,0.7,100.0
2013228,pinggu_meo,2018-03-31 15:00:00,Hail,13.5,1008.3,45.0,0.0,999017.0
2013229,tongzhou_meo,2018-03-31 15:00:00,Hail,13.1,1009.6,63.0,0.6,18.0
2013230,chaoyang_meo,2018-03-31 15:00:00,Hail,13.9,1007.9,49.0,0.2,999017.0
2013231,pingchang_meo,2018-03-31 15:00:00,Sunny/clear,14.0,1003.0,35.0,0.8,39.0
2013232,zhaitang_meo,2018-03-31 15:00:00,Sunny/clear,11.3,961.6,40.0,1.5,241.0
2013233,mentougou_meo,2018-03-31 15:00:00,Hail,13.8,1002.1,42.0,2.9,231.0
2013234,beijing_meo,2018-03-31 15:00:00,Hail,14.6,1008.1,48.0,0.1,999017.0
2013235,shijingshan_meo,2018-03-31 15:00:00,Hail,12.9,1004.5,43.0,0.8,308.0
2013236,fengtai_meo,2018-03-31 15:00:00,Hail,13.3,1005.5,50.0,0.0,999017.0
2013237,daxing_meo,2018-03-31 15:00:00,Hail,13.6,1007.3,50.0,0.6,30.0
2013238,fangshan_meo,2018-03-31 15:00:00,Hail,12.3,1006.2,46.0,1.3,351.0
2013239,xiayunling_meo,2018-03-31 15:00:00,Sunny/clear,11.4,965.3,47.0,0.9,154.0
2014755,shunyi_meo,2018-03-31 16:00:00,Sunny/clear,13.0,1008.5,52.0,0.8,5.0
2014756,hadian_meo,2018-03-31 16:00:00,Hail,11.5,1006.4,67.0,0.7,50.0
2014757,yanqing_meo,2018-03-31 16:00:00,Hail,10.7,956.0,43.0,1.1,31.0
2014758,miyun_meo,2018-03-31 16:00:00,Hail,10.3,1003.7,55.0,0.7,103.0
2014759,huairou_meo,2018-03-31 16:00:00,Hail,12.4,1003.1,45.0,0.7,0.0
2014760,shangdianzi_meo,2018-03-31 16:00:00,Hail,11.7,977.8,41.0,0.2,999017.0
2014761,pinggu_meo,2018-03-31 16:00:00,Hail,12.1,1008.3,48.0,1.3,22.0
2014762,tongzhou_meo,2018-03-31 16:00:00,Hail,11.9,1009.4,70.0,0.5,115.0
2014763,chaoyang_meo,2018-03-31 16:00:00,Hail,12.8,1007.8,54.0,0.0,999017.0
2014764,pingchang_meo,2018-03-31 16:00:00,Sunny/clear,13.2,1003.2,37.0,0.7,320.0
2014765,zhaitang_meo,2018-03-31 16:00:00,Sunny/clear,9.7,961.6,43.0,0.4,192.0
2014766,mentougou_meo,2018-03-31 16:00:00,Hail,14.4,1002.0,37.0,3.4,272.0
2014767,beijing_meo,2018-03-31 16:00:00,Hail,13.5,1008.1,51.0,1.0,65.0
2014768,shijingshan_meo,2018-03-31 16:00:00,Hail,11.8,1004.4,47.0,1.1,312.0
2014769,fengtai_meo,2018-03-31 16:00:00,Hail,12.3,1005.3,52.0,0.9,298.0
2014770,daxing_meo,2018-03-31 16:00:00,Hail,12.4,1007.2,54.0,0.0,999017.0
2014771,fangshan_meo,2018-03-31 16:00:00,Hail,11.3,1006.1,51.0,1.5,347.0
2014772,xiayunling_meo,2018-03-31 16:00:00,Sunny/clear,10.5,965.2,49.0,0.8,143.0
2016288,shunyi_meo,2018-03-31 17:00:00,Sunny/clear,12.8,1008.4,52.0,1.1,15.0
2016289,hadian_meo,2018-03-31 17:00:00,Hail,11.0,1006.1,64.0,0.4,50.0
2016290,yanqing_meo,2018-03-31 17:00:00,Hail,9.3,955.7,47.0,0.9,137.0
2016291,miyun_meo,2018-03-31 17:00:00,Hail,10.2,1003.4,54.0,1.3,62.0
2016292,huairou_meo,2018-03-31 17:00:00,Hail,11.2,1002.9,51.0,0.2,999017.0
2016293,shangdianzi_meo,2018-03-31 17:00:00,Hail,10.2,977.6,44.0,0.8,86.0
2016294,pinggu_meo,2018-03-31 17:00:00,Hail,10.8,1007.9,55.0,0.8,75.0
2016295,tongzhou_meo,2018-03-31 17:00:00,Hail,10.7,1009.2,74.0,0.6,83.0
2016296,chaoyang_meo,2018-03-31 17:00:00,Hail,11.8,1007.6,60.0,0.0,999017.0
2016297,pingchang_meo,2018-03-31 17:00:00,Sunny/clear,13.0,1002.8,38.0,1.9,343.0
2016298,zhaitang_meo,2018-03-31 17:00:00,Sunny/clear,8.3,961.5,46.0,0.2,999017.0
2016299,mentougou_meo,2018-03-31 17:00:00,Hail,14.3,1001.7,36.0,2.6,305.0
2016300,beijing_meo,2018-03-31 17:00:00,Hail,12.2,1007.7,57.0,0.7,52.0
2016301,shijingshan_meo,2018-03-31 17:00:00,Hail,11.1,1004.2,49.0,0.6,322.0
2016302,fengtai_meo,2018-03-31 17:00:00,Hail,11.7,1005.1,57.0,0.9,245.0
2016303,daxing_meo,2018-03-31 17:00:00,Hail,11.6,1006.9,58.0,0.6,251.0
2016304,fangshan_meo,2018-03-31 17:00:00,Hail,10.6,1005.9,55.0,1.8,325.0
2016305,xiayunling_meo,2018-03-31 17:00:00,Sunny/clear,10.1,965.0,50.0,1.5,152.0
2017821,shunyi_meo,2018-03-31 18:00:00,Sunny/clear,11.6,1007.9,58.0,0.0,999017.0
2017822,hadian_meo,2018-03-31 18:00:00,Sunny/clear,12.0,1005.7,49.0,0.7,41.0
2017823,yanqing_meo,2018-03-31 18:00:00,Hail,8.1,955.6,48.0,0.7,130.0
2017824,miyun_meo,2018-03-31 18:00:00,Hail,9.3,1003.0,57.0,1.0,58.0
2017825,huairou_meo,2018-03-31 18:00:00,Hail,10.0,1002.5,62.0,1.1,4.0
2017826,shangdianzi_meo,2018-03-31 18:00:00,Hail,8.6,977.3,50.0,0.6,106.0
2017827,pinggu_meo,2018-03-31 18:00:00,Hail,10.1,1007.7,58.0,0.8,194.0
2017828,tongzhou_meo,2018-03-31 18:00:00,Hail,10.0,1008.9,80.0,0.6,16.0
2017829,chaoyang_meo,2018-03-31 18:00:00,Hail,11.1,1007.2,64.0,1.1,57.0
2017830,pingchang_meo,2018-03-31 18:00:00,Sunny/clear,12.2,1002.5,40.0,1.5,332.0
2017831,zhaitang_meo,2018-03-31 18:00:00,Sunny/clear,7.2,961.1,48.0,0.7,23.0
2017832,mentougou_meo,2018-03-31 18:00:00,Hail,13.6,1001.4,38.0,2.4,281.0
2017833,beijing_meo,2018-03-31 18:00:00,Hail,11.7,1007.3,58.0,1.1,73.0
2017834,shijingshan_meo,2018-03-31 18:00:00,Hail,10.3,1003.7,51.0,1.0,183.0
2017835,fengtai_meo,2018-03-31 18:00:00,Sunny/clear,10.9,1004.8,56.0,0.9,290.0
2017836,daxing_meo,2018-03-31 18:00:00,Hail,10.7,1006.5,62.0,0.6,284.0
2017837,fangshan_meo,2018-03-31 18:00:00,Hail,10.5,1005.6,49.0,1.1,338.0
2017838,xiayunling_meo,2018-03-31 18:00:00,Sunny/clear,9.2,964.6,51.0,1.0,142.0
2019354,shunyi_meo,2018-03-31 19:00:00,Sunny/clear,11.1,1008.0,54.0,0.1,999017.0
2019355,hadian_meo,2018-03-31 19:00:00,Sunny/clear,11.6,1005.7,50.0,1.0,51.0
2019356,yanqing_meo,2018-03-31 19:00:00,Hail,7.0,955.5,55.0,0.7,56.0
2019357,miyun_meo,2018-03-31 19:00:00,Hail,8.4,1003.0,60.0,0.9,111.0
2019358,huairou_meo,2018-03-31 19:00:00,Hail,9.2,1002.3,69.0,0.1,999017.0
2019359,shangdianzi_meo,2018-03-31 19:00:00,Hail,8.0,977.1,52.0,0.5,212.0
2019360,pinggu_meo,2018-03-31 19:00:00,Hail,9.3,1007.5,62.0,1.3,257.0
2019361,tongzhou_meo,2018-03-31 19:00:00,Hail,8.9,1008.9,84.0,1.2,61.0
2019362,chaoyang_meo,2018-03-31 19:00:00,Hail,10.5,1007.2,65.0,1.1,58.0
2019363,pingchang_meo,2018-03-31 19:00:00,Sunny/clear,12.1,1002.3,40.0,1.7,349.0
2019364,zhaitang_meo,2018-03-31 19:00:00,Sunny/clear,6.5,961.0,48.0,0.7,211.0
2019365,mentougou_meo,2018-03-31 19:00:00,Hail,13.2,1001.1,37.0,2.6,265.0
2019366,beijing_meo,2018-03-31 19:00:00,Hail,11.5,1007.4,61.0,0.9,149.0
2019367,shijingshan_meo,2018-03-31 19:00:00,Hail,9.8,1003.6,53.0,1.0,131.0
2019368,fengtai_meo,2018-03-31 19:00:00,Hail,10.2,1004.6,58.0,0.6,272.0
2019369,daxing_meo,2018-03-31 19:00:00,Hail,10.1,1006.5,66.0,0.8,60.0
2019370,fangshan_meo,2018-03-31 19:00:00,Hail,10.6,1005.3,47.0,1.8,343.0
2019371,xiayunling_meo,2018-03-31 19:00:00,Sunny/clear,8.5,964.2,49.0,1.2,116.0
2020887,shunyi_meo,2018-03-31 20:00:00,Sunny/clear,10.6,1008.0,58.0,0.5,206.0
2020888,hadian_meo,2018-03-31 20:00:00,Sunny/clear,11.3,1005.9,49.0,0.7,48.0
2020889,yanqing_meo,2018-03-31 20:00:00,Hail,5.9,955.3,58.0,1.0,61.0
2020890,miyun_meo,2018-03-31 20:00:00,Hail,8.2,1003.1,63.0,1.2,62.0
2020891,huairou_meo,2018-03-31 20:00:00,Hail,8.6,1002.4,65.0,1.2,336.0
2020892,shangdianzi_meo,2018-03-31 20:00:00,Hail,7.4,977.1,54.0,0.2,999017.0
2020893,pinggu_meo,2018-03-31 20:00:00,Hail,8.1,1007.9,66.0,0.0,999017.0
2020894,tongzhou_meo,2018-03-31 20:00:00,Hail,9.6,1009.1,90.0,1.5,88.0
2020895,chaoyang_meo,2018-03-31 20:00:00,Hail,10.2,1007.5,65.0,1.0,58.0
2020896,pingchang_meo,2018-03-31 20:00:00,Sunny/clear,11.1,1002.4,43.0,1.2,331.0
2020897,zhaitang_meo,2018-03-31 20:00:00,Sunny/clear,5.3,960.9,50.0,0.6,189.0
2020898,mentougou_meo,2018-03-31 20:00:00,Hail,11.7,1001.4,44.0,1.9,316.0
2020899,beijing_meo,2018-03-31 20:00:00,Hail,12.6,1007.5,65.0,2.1,89.0
2020900,shijingshan_meo,2018-03-31 20:00:00,Hail,9.1,1004.0,58.0,1.0,346.0
2020901,fengtai_meo,2018-03-31 20:00:00,Sunny/clear,10.1,1004.8,59.0,0.7,10.0
2020902,daxing_meo,2018-03-31 20:00:00,Hail,9.5,1006.7,67.0,0.6,330.0
2020903,fangshan_meo,2018-03-31 20:00:00,Hail,9.1,1005.6,54.0,0.8,320.0
2020904,xiayunling_meo,2018-03-31 20:00:00,Sunny/clear,8.5,964.2,46.0,0.9,173.0
2022420,shunyi_meo,2018-03-31 21:00:00,Hail,11.7,1008.0,75.0,0.5,114.0
2022421,hadian_meo,2018-03-31 21:00:00,Sunny/clear,9.7,1005.8,61.0,0.6,328.0
2022422,yanqing_meo,2018-03-31 21:00:00,Hail,5.1,955.2,57.0,1.5,103.0
2022423,miyun_meo,2018-03-31 21:00:00,Hail,7.3,1002.9,65.0,1.5,128.0
2022424,huairou_meo,2018-03-31 21:00:00,Hail,7.9,1002.4,70.0,1.2,334.0
2022425,shangdianzi_meo,2018-03-31 21:00:00,Hail,7.1,977.0,55.0,2.4,7.0
2022426,pinggu_meo,2018-03-31 21:00:00,Hail,7.5,1007.7,66.0,0.0,999017.0
2022427,tongzhou_meo,2018-03-31 21:00:00,Cloudy,9.2,1009.0,88.0,1.0,99.0
2022428,chaoyang_meo,2018-03-31 21:00:00,Hail,9.7,1007.3,68.0,0.7,125.0
2022429,pingchang_meo,2018-03-31 21:00:00,Sunny/clear,9.8,1002.6,49.0,1.3,107.0
2022430,zhaitang_meo,2018-03-31 21:00:00,Sunny/clear,4.8,960.8,51.0,0.8,283.0
2022431,mentougou_meo,2018-03-31 21:00:00,Hail,10.5,1001.4,46.0,2.2,238.0
2022432,beijing_meo,2018-03-31 21:00:00,Hail,12.1,1007.5,75.0,0.8,111.0
2022433,shijingshan_meo,2018-03-31 21:00:00,Hail,8.7,1003.8,56.0,0.0,999017.0
2022434,fengtai_meo,2018-03-31 21:00:00,Sunny/clear,9.7,1004.7,62.0,0.0,999017.0
2022435,daxing_meo,2018-03-31 21:00:00,Hail,9.4,1006.7,70.0,1.2,98.0
2022436,fangshan_meo,2018-03-31 21:00:00,Hail,8.0,1005.5,57.0,2.1,338.0
